order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
585280,12,2867,1,111.9456,0.1659,0.0865
347084,59,10033,4,420.2116,0.15,0.0587
214887,112,775,7,174.1289,0.163,0.1359
74248,221,700,4,220.4606,0.1998,0.1186
615105,320,230,3,455.6338,0.1156,0.1221
91330,477,187,4,169.9058,0.0655,0.1365
558338,553,74,2,168.9233,0.2163,0.1186
341886,749,34,5,29.6093,0.0896,0.1462
135145,852,68,10,461.3726,0.0235,0.1274
739907,1063,38,3,383.9255,0.0407,0.1304
15254,1336,4,1,172.26,0.2443,0.0987
306414,1452,184,1,150.4333,0.1045,0.1129
199372,1519,167,9,145.0243,0.0278,0.0817
153239,1544,64,4,209.4529,0.0831,0.0579
306879,1720,200,5,45.6949,0.2495,0.1007
88776,1794,232,10,204.7864,0.0689,0.0508
818510,1800,21,7,288.8565,0.2057,0.1304
644681,2044,111,6,303.4914,0.1024,0.0937
356567,2151,6,8,8.485,0.2251,0.1218
306962,2186,68,7,489.9773,0.201,0.1031
15567,2193,164,7,484.4819,0.2389,0.065
332265,2252,150,4,10.2407,0.0544,0.139
67203,2344,216,4,211.1428,0.0704,0.1177
172549,2527,118,10,360.4084,0.0556,0.106
771882,2699,3,7,480.0009,0.0055,0.0518
476595,2718,2,3,198.5714,0.2459,0.1008
81195,2756,202,2,118.0608,0.082,0.0817
269197,2757,173,1,348.1391,0.208,0.0717
483737,2790,158,7,419.0515,0.1706,0.1422
926280,3094,174,9,129.2039,0.234,0.0737
270710,3486,236,8,216.2785,0.2422,0.0706
74454,3520,32,3,303.6364,0.007,0.1465
393474,3527,144,3,360.9329,0.0393,0.1125
824606,3669,18,10,246.5736,0.2311,0.1388
603063,3749,248,3,409.6069,0.1907,0.0755
455426,3871,111,5,259.3335,0.1071,0.1247
468222,3943,96,5,318.7017,0.1597,0.0937
641270,3949,48,9,61.6887,0.1382,0.1036
787093,4059,178,2,76.1248,0.2419,0.0775
13722,4147,74,4,53.3263,0.0845,0.0963
756559,4464,57,4,332.5755,0.1107,0.0609
905099,4549,185,8,91.7163,0.0962,0.0653
583984,4550,25,5,109.6918,0.1875,0.1047
740932,4613,93,5,187.8265,0.0052,0.0686
816063,4668,186,5,434.5474,0.1637,0.1438
347084,4867,17,8,405.794,0.1345,0.1331
438923,5196,84,9,462.3593,0.0788,0.0745
513733,5282,101,5,150.1351,0.144,0.1457
463594,5298,32,3,119.5722,0.1133,0.1208
591307,5471,168,2,244.8665,0.0755,0.0943
60150,5776,247,5,169.5257,0.1937,0.1491
72652,5782,114,9,300.5374,0.0568,0.13
497559,5789,216,8,11.2904,0.0276,0.0532
674413,5800,186,10,176.7148,0.2355,0.0899
901873,5814,223,7,453.3186,0.0903,0.1383
750001,5844,121,2,202.3409,0.1217,0.0898
890126,5872,117,9,347.4822,0.1449,0.1085
305038,6017,218,7,387.0727,0.115,0.0661
367067,6087,115,8,349.4098,0.2108,0.1029
572791,6088,99,10,445.9369,0.238,0.1339
858257,6148,173,8,258.1295,0.2461,0.0869
955609,6370,154,7,74.3213,0.1321,0.1181
923075,6572,108,9,75.6199,0.1151,0.1292
766976,6647,129,1,202.2206,0.0019,0.0918
128668,6811,113,9,211.5699,0.1242,0.1398
966982,6869,165,3,130.6371,0.1138,0.1125
117671,6935,151,7,208.9675,0.0182,0.0901
391312,7030,191,3,307.0021,0.0218,0.1088
541495,7085,100,6,223.7747,0.0715,0.0975
760595,7087,45,8,265.6681,0.2341,0.0942
548829,7369,1,7,495.6127,0.0843,0.1265
85101,7519,6,1,199.8469,0.1052,0.1439
45705,7619,83,1,325.0509,0.1155,0.0722
295764,7646,81,4,96.314,0.0432,0.0563
310456,7658,242,2,279.3075,0.0827,0.0998
533603,7664,77,5,64.7838,0.191,0.0776
410170,7701,86,8,76.6924,0.246,0.1277
133611,7999,90,8,395.859,0.1276,0.071
391477,8660,61,9,85.957,0.1141,0.1468
905128,8674,100,4,261.2284,0.0139,0.1216
930860,8920,210,10,221.6124,0.21,0.0994
686132,8938,29,1,251.2559,0.1347,0.0705
28108,8947,28,9,122.828,0.1445,0.1389
789868,9050,39,9,98.3315,0.0257,0.1036
25466,9099,89,6,495.0025,0.064,0.0631
547749,9119,134,6,148.2994,0.1297,0.0614
691828,9132,101,9,22.999,0.22,0.148
807488,9507,93,10,300.9962,0.0566,0.0565
4194,9548,39,4,360.4661,0.1584,0.0942
972176,9770,57,9,383.684,0.1653,0.0755
59367,9923,72,1,137.8385,0.1735,0.0799
599099,10127,66,6,111.3135,0.0693,0.0532
917436,10200,26,10,165.2149,0.0199,0.0593
769007,10254,180,6,13.8782,0.0231,0.1287
943476,10290,213,4,257.0476,0.0479,0.0628
258295,10351,92,4,34.391,0.2071,0.0691
725088,10373,249,4,291.4179,0.0547,0.1183
391529,10443,209,2,288.7298,0.1794,0.0646
339856,10534,15,9,143.2286,0.0084,0.1349
942990,10580,56,6,20.069,0.1176,0.1383
317667,10718,105,2,415.2838,0.0367,0.0787
669177,10795,164,1,455.4706,0.166,0.1431
446193,10875,4,3,61.9312,0.1075,0.0697
853846,10946,21,7,99.3389,0.0294,0.0693
726240,11013,185,8,387.3936,0.075,0.0625
751017,11124,138,1,498.6818,0.2079,0.058
891443,11215,164,4,358.3178,0.0245,0.0616
282126,11252,39,1,49.7589,0.1296,0.1471
432812,11358,94,6,340.276,0.1588,0.054
789207,11359,106,5,348.1289,0.0244,0.1235
811852,11517,115,9,26.9367,0.193,0.1296
231513,11921,229,9,433.896,0.0326,0.0997
867348,11939,167,2,111.1818,0.0506,0.1353
184429,12005,76,1,296.6823,0.1966,0.0833
973637,12292,4,9,436.4696,0.0759,0.0702
300813,12395,20,1,35.3315,0.0157,0.0951
875661,12484,210,4,357.1334,0.168,0.0577
864513,12567,51,8,205.4113,0.0933,0.135
103187,12794,45,10,91.2779,0.198,0.0608
274281,12896,225,7,319.5853,0.0533,0.0833
768583,12964,137,8,308.2659,0.1883,0.1166
990228,13104,221,4,112.4918,0.1856,0.1233
133924,13150,49,6,344.5646,0.0797,0.0691
684195,13191,205,6,432.2251,0.1259,0.0778
560552,13283,99,9,147.2617,0.1402,0.0827
196393,13589,112,1,189.7569,0.0586,0.0579
527872,13645,4,9,97.0703,0.0059,0.0669
763635,13683,223,3,135.0149,0.0332,0.0512
109104,13795,66,1,413.4201,0.2466,0.0907
327496,13836,103,6,325.9029,0.1997,0.1319
582941,13854,159,9,83.6971,0.2028,0.1179
52656,13908,159,8,150.4642,0.0264,0.1086
923075,13937,125,3,16.1457,0.1438,0.1434
800598,14059,169,8,213.1163,0.1007,0.125
964193,14118,49,3,111.0452,0.1989,0.0856
905732,14148,81,6,341.4177,0.2117,0.0639
835763,14154,177,1,318.7213,0.2092,0.0533
239946,14322,173,1,360.486,0.0109,0.1385
470541,14439,70,10,169.1068,0.1267,0.1012
778,14460,71,6,111.4757,0.1422,0.1085
374745,14487,202,8,195.2578,0.2073,0.1191
585860,14492,145,4,356.8299,0.0988,0.1178
586673,14534,178,10,499.34,0.0148,0.1424
359983,14623,51,4,126.1215,0.1394,0.0526
517515,14755,201,3,270.5702,0.1025,0.0845
526856,14797,80,1,213.1818,0.1539,0.1098
837301,14952,237,2,85.7715,0.2306,0.1302
681226,15232,17,9,357.588,0.1042,0.1123
477565,15261,208,9,364.7791,0.1411,0.1118
370976,15274,22,10,184.4922,0.1346,0.0655
592272,15305,233,9,21.3742,0.1356,0.0612
521063,15329,215,9,289.3118,0.123,0.0828
695553,15399,223,7,33.8052,0.2035,0.0991
519655,15402,249,8,90.1285,0.1349,0.1203
481421,15489,192,5,380.3505,0.0136,0.0847
447222,15545,14,10,177.0435,0.1987,0.1401
635287,15646,31,6,53.8676,0.0498,0.0687
120091,15742,247,5,176.8656,0.0848,0.1066
876953,15752,5,6,455.3017,0.2333,0.1385
948157,16116,154,8,479.2938,0.2461,0.0566
