sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-02-08T16:37:26,27,SHELF-0A0-,10.84,35.68,3889
2025-02-24T03:47:45,27,SHELF-90ZA,8.99,77.93,3039
2025-02-08T20:57:51,27,SHELF-9-9A,1.6,30.17,3162
2025-02-08T08:25:47,27,SHELF--ZA0,37.39,21.58,3591
2025-02-15T15:31:47,27,SHELF--9Z0,23.88,24.31,4136
2025-02-18T07:48:51,27,SHELF-9-Z-,14.57,44.53,3194
2025-02-18T09:47:08,27,SHELF-0A0-,30.22,69.49,3021
2025-02-21T02:16:21,27,SHELF-ZZA9,1.99,61.48,3158
2025-02-28T12:42:13,27,SHELF-9-9A,37.62,73.27,4191
2025-02-16T11:43:31,27,SHELF-9-Z-,23.65,78.7,3599
2025-02-26T13:20:50,27,SHELF-A99-,18.62,70.88,3041
2025-02-06T13:30:49,27,SHELF-Z-9Z,37.35,44.75,3367
2025-02-15T21:45:13,27,SHELF--0AZ,5.05,46.55,3194
2025-02-25T23:06:39,27,SHELF--00-,8.08,69.36,3952
2025-02-23T17:52:46,27,SHELF-99--,25.7,46.77,3417
2025-02-19T05:09:20,27,SHELF-00-0,27.73,78.68,3912
2025-02-23T17:42:47,27,SHELF-A9AA,15.82,68.32,3637
2025-02-16T11:34:15,27,SHELF-Z-90,1.63,65.62,3411
2025-02-22T19:57:13,27,SHELF-0-ZZ,28.52,73.64,3727
2025-02-13T19:11:42,27,SHELF-0AA-,12.13,64.52,3135
2025-02-12T21:21:37,27,SHELF--9-A,19.26,33.76,4187
2025-02-20T15:31:26,27,SHELF-A9A-,5.22,47.84,3103
2025-02-23T04:17:58,27,SHELF--0--,20.78,48.66,3383
2025-02-28T02:23:25,27,SHELF----A,32.33,21.6,3440
2025-02-26T19:31:16,27,SHELF-A--9,21.92,50.51,3419
2025-02-14T17:37:33,27,SHELF----A,26.77,27.54,3534
2025-02-17T22:06:15,27,SHELF---A-,38.06,21.55,3219
2025-02-12T10:08:15,27,SHELF-0-9-,17.08,78.27,3138
2025-02-06T09:47:34,27,SHELF--0ZZ,6.51,63.19,4095
2025-02-16T07:20:40,27,SHELF-9-9A,31.29,54.18,4003
2025-02-01T18:46:40,27,SHELF-A00Z,36.65,74.19,3053
2025-02-21T09:55:32,27,SHELF-A-9A,21.62,26.64,4167
2025-02-18T14:23:11,27,SHELF--9-A,16.4,49.3,3921
2025-02-27T13:28:26,27,SHELF--0AZ,33.07,33.51,3699
2025-02-24T04:40:59,27,SHELF-A00Z,24.02,35.4,4089
2025-02-19T00:12:57,27,SHELF-AZ9Z,4.11,65.82,3926
2025-02-12T01:41:38,27,SHELF----A,7.6,70.85,4099
2025-02-02T19:39:29,27,SHELF----A,15.78,61.27,3379
2025-02-01T11:02:32,27,SHELF-A9-Z,38.24,48.07,3650
2025-02-03T14:51:52,27,SHELF--A--,27.37,38.34,3556
2025-02-23T22:22:27,27,SHELF-A--9,15.1,33.97,3566
2025-02-23T12:21:50,27,SHELF-Z-0-,24.76,61.78,3694
2025-02-17T07:49:40,27,SHELF-A-ZA,13.69,77.57,3448
2025-02-28T16:34:37,27,SHELF-A-ZA,5.62,60.45,3050
2025-02-04T03:25:24,27,SHELF--ZA0,19.31,28.27,3341
2025-02-04T21:56:09,27,SHELF----A,32.86,45.15,3982
2025-02-09T18:41:15,27,SHELF--ZZ-,15.15,70.27,3783
2025-02-17T20:58:35,27,SHELF-Z990,13.89,35.57,3661
2025-02-20T22:33:56,27,SHELF-0090,14.55,31.58,3066
2025-02-04T08:32:41,27,SHELF-A---,23.13,74.16,3989
2025-02-10T03:04:55,27,SHELF-ZZZ-,20.43,26.11,3189
2025-02-09T20:15:40,27,SHELF-A00Z,6.94,54.39,3624
2025-02-24T21:07:30,27,SHELF-0-ZZ,31.7,35.95,3632
2025-02-22T00:46:12,27,SHELF-Z990,21.93,69.27,3756
2025-02-27T12:55:22,27,SHELF-Z-A-,19.49,57.27,4024
2025-02-05T11:52:23,27,SHELF--A99,31.53,57.34,3830
2025-02-19T22:28:58,27,SHELF---A-,8.49,74.87,3521
2025-02-03T20:08:56,27,SHELF-----,6.55,45.05,3544
2025-02-01T20:05:05,27,SHELF-ZZZ-,19.3,77.04,3740
2025-02-03T13:17:14,27,SHELF--9-0,35.91,32.16,3780
2025-02-13T05:59:40,27,SHELF--0--,38.43,61.03,3462
2025-02-11T10:17:11,27,SHELF----0,15.48,66.8,4003
2025-02-09T03:07:22,27,SHELF-0090,17.22,75.05,3325
2025-02-16T03:22:37,27,SHELF--0--,16.23,61.2,3635
2025-02-10T05:01:25,27,SHELF-A9AA,38.28,53.76,3081
2025-02-27T11:23:44,27,SHELF-00Z0,17.61,62.01,3118
2025-02-03T22:24:53,27,SHELF-----,14.56,69.95,3206
2025-02-02T01:53:35,27,SHELF-0Z-A,9.32,72.08,3518
2025-02-05T04:20:05,27,SHELF-----,37.99,50.61,3718
2025-02-11T03:11:48,27,SHELF-A--0,39.52,21.17,3953
2025-02-19T16:33:53,27,SHELF-990-,2.47,58.37,3465
2025-02-05T09:12:37,27,SHELF-0-ZZ,7.0,21.04,4117
2025-02-07T11:04:03,27,SHELF---00,24.61,44.71,3430
2025-02-21T17:09:51,27,SHELF--9--,32.72,38.02,4043
2025-02-02T03:42:20,27,SHELF-ZZA9,27.88,76.23,3049
2025-02-26T14:26:37,27,SHELF--9Z-,36.12,39.21,3190
2025-02-26T16:28:38,27,SHELF----Z,31.89,22.16,3089
2025-02-17T11:55:46,27,SHELF-9---,26.29,33.15,3983
2025-02-07T09:47:13,27,SHELF--A99,1.57,50.85,3529
2025-02-20T19:13:44,27,SHELF---00,26.14,62.62,3975
2025-02-04T16:25:19,27,SHELF--0-9,21.55,30.46,3406
2025-02-09T08:36:17,27,SHELF----0,34.74,42.04,3521
2025-02-05T13:29:43,27,SHELF-99Z-,29.08,35.04,3512
2025-02-10T20:01:58,27,SHELF--0ZZ,1.26,70.37,3174
2025-02-24T07:14:32,27,SHELF--9-9,25.07,57.73,3028
2025-02-09T05:51:28,27,SHELF-A9AA,16.58,22.6,3956
2025-02-24T22:50:24,27,SHELF-A--0,3.52,24.58,3765
2025-02-05T11:34:00,27,SHELF-A90-,16.18,70.29,3307
2025-02-15T08:04:59,27,SHELF-990-,5.32,46.3,4138
2025-02-28T06:42:55,27,SHELF-Z09-,28.06,53.13,3142
2025-02-14T00:51:53,27,SHELF-Z-90,5.93,25.9,3193
2025-02-25T07:02:11,27,SHELF--0-9,10.72,49.78,3594
2025-02-06T22:19:19,27,SHELF----0,23.69,73.51,3353
2025-02-01T13:03:43,27,SHELF--9-0,32.74,39.79,3896
2025-02-13T09:04:31,27,SHELF---9-,32.83,67.91,4192
2025-02-16T03:29:15,27,SHELF-A---,6.45,33.63,3633
2025-02-10T15:12:50,27,SHELF--9AA,2.85,52.23,4185
2025-02-04T08:13:44,27,SHELF-00--,19.97,47.16,3805
2025-02-10T04:44:42,27,SHELF-90ZA,23.7,79.64,3891
2025-02-06T18:38:06,27,SHELF-A-A9,11.46,34.05,3521
2025-02-16T04:40:18,27,SHELF-Z-A-,9.58,26.16,3099
2025-02-17T01:09:53,27,SHELF-9A9A,35.57,41.6,3228
2025-02-19T07:44:54,27,SHELF-A9AA,37.25,74.32,3775
2025-02-21T15:34:25,27,SHELF--0ZZ,4.13,37.35,3881
2025-02-28T11:25:37,27,SHELF-A--0,18.02,32.24,3812
2025-02-11T06:49:55,27,SHELF-9ZZZ,1.87,66.68,3117
2025-02-24T09:35:54,27,SHELF-090Z,31.73,27.35,3005
2025-02-15T16:00:17,27,SHELF-0-ZZ,6.19,21.87,3937
2025-02-18T04:05:53,27,SHELF-A-A9,17.81,79.69,3651
2025-02-04T23:34:46,27,SHELF-9ZZZ,16.35,24.03,3881
2025-02-26T01:42:00,27,SHELF-9ZZZ,30.89,69.83,3608
2025-02-20T03:28:05,27,SHELF-A-0-,6.67,52.36,4023
2025-02-01T02:14:05,27,SHELF-0Z-A,39.63,36.36,3488
2025-02-19T07:25:27,27,SHELF-ZZZ-,12.73,65.46,3689
2025-02-15T12:40:01,27,SHELF-00Z0,30.15,36.16,3913
2025-02-28T04:43:10,27,SHELF-A90-,20.04,60.67,3909
2025-02-16T11:22:56,27,SHELF-Z09-,15.86,58.47,3537
2025-02-02T05:42:24,27,SHELF-A-9A,34.99,41.15,3888
2025-02-10T01:39:24,27,SHELF-Z00-,26.72,32.6,3512
2025-02-25T01:45:06,27,SHELF-9---,21.93,58.19,3370
2025-02-07T14:50:05,27,SHELF-00Z0,27.93,48.37,3531
2025-02-05T12:12:33,27,SHELF-Z09-,24.45,21.53,4096
2025-02-16T04:03:03,27,SHELF-9---,15.48,74.36,3453
2025-02-19T02:05:11,27,SHELF--0--,32.57,79.12,3709
2025-02-18T13:28:46,27,SHELF-9--9,29.69,40.98,3413
2025-02-03T13:08:49,27,SHELF----Z,6.22,31.02,3379
2025-02-28T04:18:13,27,SHELF----Z,19.14,31.33,3142
2025-02-15T08:08:55,27,SHELF--0--,14.23,61.77,3623
2025-02-16T12:39:54,27,SHELF-9-9A,24.56,71.55,3712
2025-02-18T05:03:43,27,SHELF-9A-Z,38.77,76.21,3494
2025-02-18T06:24:13,27,SHELF-9A-A,22.39,38.02,3226
2025-02-11T08:59:45,27,SHELF--9--,9.46,35.08,3220
2025-02-03T23:29:13,27,SHELF----0,3.1,57.53,3873
2025-02-18T04:36:48,27,SHELF-A--0,10.95,56.07,3835
2025-02-24T21:13:09,27,SHELF-Z09-,24.43,23.85,3576
2025-02-02T00:27:59,27,SHELF-0Z-A,12.25,49.43,3440
2025-02-19T16:03:31,27,SHELF-A---,26.51,48.19,3845
2025-02-27T10:31:02,27,SHELF---9-,17.29,71.11,3434
2025-02-10T00:56:09,27,SHELF-0AA-,33.77,39.33,3914
2025-02-27T08:48:34,27,SHELF-ZA9-,36.11,35.46,3459
2025-02-02T18:30:45,27,SHELF--0--,1.89,64.04,3541
2025-02-08T08:32:21,27,SHELF-9-9A,30.73,45.54,4077
2025-02-14T08:57:58,27,SHELF--9--,16.01,73.63,3465
2025-02-17T18:47:44,27,SHELF--A--,2.19,73.7,4146
2025-02-23T11:49:01,27,SHELF--A99,39.45,36.82,3606
2025-02-28T00:37:40,27,SHELF-99--,15.56,33.97,4121
2025-02-10T03:10:58,27,SHELF-00--,30.07,34.16,3439
2025-02-17T05:53:09,27,SHELF--0--,12.19,32.26,3122
2025-02-18T21:15:14,27,SHELF-9---,36.08,49.25,4175
2025-02-03T07:24:41,27,SHELF-A---,28.08,20.39,3967
2025-02-13T12:06:02,27,SHELF--0ZZ,24.72,33.81,3053
2025-02-05T07:40:05,27,SHELF-9-9A,3.53,21.24,3253
2025-02-17T15:12:27,27,SHELF-0AA-,28.0,33.5,3644
2025-02-09T06:18:10,27,SHELF-0AA-,10.35,49.42,4093
2025-02-16T10:58:36,27,SHELF--A9A,20.62,22.64,3948
2025-02-15T10:32:07,27,SHELF-00Z0,1.82,47.77,3460
2025-02-12T00:23:45,27,SHELF-Z99Z,12.07,43.5,3074
2025-02-26T02:07:30,27,SHELF-Z-0-,16.12,38.87,3395
2025-02-17T03:19:16,27,SHELF--ZA0,24.55,73.16,3295
2025-02-16T16:23:44,27,SHELF-0Z-A,19.46,65.57,4151
2025-02-02T06:42:24,27,SHELF--0-9,29.61,60.15,3766
2025-02-05T10:03:52,27,SHELF-ZZZ-,12.22,31.33,3998
2025-02-04T00:23:17,27,SHELF-A9Z0,7.43,28.82,3007
2025-02-05T03:50:02,27,SHELF-A--9,29.07,30.91,3775
2025-02-28T15:33:09,27,SHELF-A-A9,20.61,46.5,3322
2025-02-12T22:58:20,27,SHELF-990-,29.43,61.55,3010
2025-02-02T17:01:52,27,SHELF----Z,37.79,77.92,3094
2025-02-16T06:05:08,27,SHELF-A--0,30.4,29.89,3370
2025-02-28T09:15:25,27,SHELF-A---,34.81,74.42,3607
2025-02-25T11:14:03,27,SHELF-00Z0,12.97,26.13,3743
2025-02-11T21:38:23,27,SHELF--0AZ,15.4,68.84,3296
2025-02-23T16:48:04,27,SHELF-90--,13.61,60.76,3132
2025-02-28T07:37:41,27,SHELF---A-,17.96,29.61,3864
2025-02-23T11:41:53,27,SHELF-9ZZZ,10.95,55.06,3038
2025-02-14T17:07:23,27,SHELF-ZZZ-,18.5,79.28,4086
2025-02-17T08:23:29,27,SHELF-0090,2.66,53.71,3616
2025-02-24T07:31:41,27,SHELF----0,27.02,54.04,3151
2025-02-10T12:43:35,27,SHELF-AZ9Z,8.48,76.38,4041
2025-02-01T11:47:41,27,SHELF--ZZ-,38.03,25.17,3627
2025-02-12T18:01:53,27,SHELF-Z09-,31.96,57.55,3449
2025-02-19T04:12:03,27,SHELF-Z-90,31.35,55.83,3911
2025-02-24T14:07:51,27,SHELF-90--,4.8,25.01,4192
2025-02-12T04:25:06,27,SHELF-9---,4.25,23.56,3423
2025-02-17T09:49:26,27,SHELF---00,18.41,25.23,3890
