order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
97,2024-02-04T15:28:00,2024-02-04,875,115,Retail,Credit Card,COUPON9000,4.23,AUD
162,2024-02-04T22:56:36,2024-02-04,875,67,Online,Credit Card,COUPONZ9--,6.38,AUD
204,2024-02-04T21:03:30,2024-02-04,801,124,Retail,PayPal,COUPON-0-0,12.76,AUD
217,2024-02-04T19:44:21,2024-02-04,880,131,Online,PayPal,COUPON-Z00,1.11,AUD
527,2024-02-04T15:14:01,2024-02-04,898,90,Online,Afterpay,COUPON-Z--,16.29,AUD
822,2024-02-04T21:25:00,2024-02-04,878,54,Retail,Afterpay,COUPON-Z-0,1.17,AUD
876,2024-02-04T09:35:37,2024-02-04,875,97,Online,PayPal,COUPON0ZA-,0.56,AUD
888,2024-02-04T03:34:39,2024-02-04,850,79,Retail,PayPal,COUPON-0A-,15.33,AUD
890,2024-02-04T09:12:49,2024-02-04,810,97,Online,PayPal,COUPONA9Z9,3.57,AUD
902,2024-02-04T11:08:32,2024-02-04,859,124,Retail,Afterpay,COUPON-9-Z,15.66,AUD
1077,2024-02-04T04:55:09,2024-02-04,894,51,Retail,Afterpay,COUPON-9-A,4.65,AUD
1245,2024-02-04T22:35:42,2024-02-04,809,146,Online,Credit Card,COUPON9090,1.09,AUD
1345,2024-02-04T20:33:09,2024-02-04,851,144,Retail,Credit Card,COUPONA--A,1.93,AUD
1351,2024-02-04T04:55:36,2024-02-04,886,108,Online,Credit Card,COUPONZ0-9,11.71,AUD
1356,2024-02-04T10:34:35,2024-02-04,818,60,Retail,Credit Card,COUPONZZZ-,2.11,AUD
1504,2024-02-04T05:42:23,2024-02-04,878,115,Online,Credit Card,COUPON-A--,15.12,AUD
1556,2024-02-04T23:03:52,2024-02-04,835,68,Online,Afterpay,COUPON--Z-,12.78,AUD
1659,2024-02-04T00:07:25,2024-02-04,821,105,Retail,Afterpay,COUPONZ--Z,2.48,AUD
1801,2024-02-04T09:05:09,2024-02-04,843,119,Retail,Afterpay,COUPONA0AZ,0.83,AUD
1915,2024-02-04T04:18:40,2024-02-04,815,108,Online,Afterpay,COUPON9900,16.8,AUD
1947,2024-02-04T10:29:28,2024-02-04,842,64,Retail,Credit Card,COUPON---0,12.53,AUD
1973,2024-02-04T14:14:52,2024-02-04,846,50,Online,Credit Card,COUPONZZ9Z,4.5,AUD
2235,2024-02-04T06:52:55,2024-02-04,802,144,Online,PayPal,COUPON0---,9.85,AUD
2256,2024-02-04T23:35:58,2024-02-04,804,71,Retail,Afterpay,COUPON99--,7.63,AUD
2872,2024-02-04T23:08:58,2024-02-04,828,59,Retail,Credit Card,COUPON----,16.34,AUD
2960,2024-02-04T10:52:58,2024-02-04,834,134,Retail,Afterpay,COUPONAZ9Z,15.1,AUD
3014,2024-02-04T12:26:48,2024-02-04,880,96,Online,PayPal,COUPON-099,17.91,AUD
3062,2024-02-04T07:25:41,2024-02-04,822,91,Retail,Credit Card,COUPON9A-A,0.2,AUD
3170,2024-02-04T07:52:41,2024-02-04,827,54,Retail,PayPal,COUPONA---,15.27,AUD
