order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
151,2024-03-07T12:39:39,2024-03-07,825,87,Online,Afterpay,COUPON0Z0Z,14.2,AUD
253,2024-03-07T02:59:35,2024-03-07,849,83,Retail,PayPal,COUPON09A9,1.37,AUD
435,2024-03-07T20:55:54,2024-03-07,864,92,Retail,Credit Card,COUPON-0-A,18.02,AUD
503,2024-03-07T15:06:25,2024-03-07,868,67,Online,PayPal,COUPONZ0A0,13.67,AUD
653,2024-03-07T10:36:22,2024-03-07,890,134,Retail,Credit Card,COUPON9---,9.18,AUD
941,2024-03-07T18:05:51,2024-03-07,826,140,Retail,Credit Card,COUPONZ--Z,5.03,AUD
958,2024-03-07T23:34:40,2024-03-07,806,71,Online,Afterpay,COUPON--ZA,18.32,AUD
1145,2024-03-07T01:02:44,2024-03-07,822,131,Retail,Afterpay,COUPON-A-Z,13.61,AUD
1230,2024-03-07T08:24:21,2024-03-07,860,68,Online,Credit Card,COUPON-Z--,9.95,AUD
1342,2024-03-07T09:33:09,2024-03-07,876,110,Online,PayPal,COUPON--0-,11.32,AUD
1533,2024-03-07T07:51:44,2024-03-07,878,104,Online,Afterpay,COUPONAZAA,11.57,AUD
1779,2024-03-07T21:46:19,2024-03-07,884,132,Online,PayPal,COUPON0--9,7.9,AUD
1798,2024-03-07T14:57:35,2024-03-07,882,83,Online,Credit Card,COUPON-9-0,5.75,AUD
1908,2024-03-07T08:56:03,2024-03-07,814,148,Retail,Credit Card,COUPON-9ZA,18.47,AUD
1937,2024-03-07T12:08:45,2024-03-07,829,108,Online,Afterpay,COUPONA-Z-,17.55,AUD
2032,2024-03-07T22:49:20,2024-03-07,813,105,Online,Afterpay,COUPON---A,15.7,AUD
2244,2024-03-07T06:12:52,2024-03-07,879,88,Retail,Credit Card,COUPON--9-,9.52,AUD
2245,2024-03-07T16:02:41,2024-03-07,896,74,Retail,Afterpay,COUPON099A,3.79,AUD
2334,2024-03-07T06:18:03,2024-03-07,880,93,Retail,Afterpay,COUPONA09A,11.11,AUD
2346,2024-03-07T20:14:32,2024-03-07,805,87,Retail,Credit Card,COUPONA--0,5.78,AUD
2452,2024-03-07T10:57:13,2024-03-07,869,145,Retail,PayPal,COUPONAZ-A,5.41,AUD
2507,2024-03-07T23:29:04,2024-03-07,873,79,Online,Afterpay,COUPONA99Z,14.12,AUD
2527,2024-03-07T18:41:53,2024-03-07,859,121,Retail,PayPal,COUPONA000,0.78,AUD
2536,2024-03-07T18:57:40,2024-03-07,858,90,Online,Afterpay,COUPON9Z--,1.54,AUD
2755,2024-03-07T06:42:38,2024-03-07,857,100,Retail,PayPal,COUPONZA9-,16.4,AUD
2781,2024-03-07T07:34:14,2024-03-07,834,137,Online,PayPal,COUPONAZ-9,7.15,AUD
3021,2024-03-07T18:52:51,2024-03-07,809,99,Online,Afterpay,COUPON--90,6.22,AUD
3123,2024-03-07T23:55:32,2024-03-07,803,139,Retail,PayPal,COUPONZ---,12.52,AUD
3131,2024-03-07T15:17:27,2024-03-07,835,118,Retail,Afterpay,COUPON-00-,3.75,AUD
3279,2024-03-07T07:25:07,2024-03-07,835,148,Online,Credit Card,COUPON-990,13.97,AUD
3400,2024-03-07T08:33:59,2024-03-07,890,135,Online,Afterpay,COUPON-A-0,16.88,AUD
3504,2024-03-07T22:31:32,2024-03-07,866,134,Online,Afterpay,COUPON--Z-,14.97,AUD
3595,2024-03-07T15:04:37,2024-03-07,828,148,Online,Afterpay,COUPONA--0,14.28,AUD
3625,2024-03-07T06:20:29,2024-03-07,848,104,Online,Afterpay,COUPONZA-0,1.37,AUD
3930,2024-03-07T15:33:48,2024-03-07,886,141,Online,Credit Card,COUPON90-A,2.55,AUD
3964,2024-03-07T22:57:38,2024-03-07,899,139,Online,Credit Card,COUPON---Z,9.55,AUD
4086,2024-03-07T23:13:18,2024-03-07,898,53,Retail,PayPal,COUPON9-9-,19.9,AUD
4122,2024-03-07T14:33:22,2024-03-07,877,144,Online,PayPal,COUPONAZ-A,16.06,AUD
4220,2024-03-07T07:21:01,2024-03-07,821,58,Online,Credit Card,COUPON9--9,9.35,AUD
4306,2024-03-07T23:04:11,2024-03-07,879,55,Retail,PayPal,COUPON0Z--,7.68,AUD
4371,2024-03-07T15:04:43,2024-03-07,895,62,Online,PayPal,COUPONAZZZ,10.0,AUD
4447,2024-03-07T23:52:21,2024-03-07,810,91,Retail,Credit Card,COUPON-0--,12.44,AUD
4449,2024-03-07T20:17:56,2024-03-07,868,97,Online,Credit Card,COUPONZ0--,9.35,AUD
4462,2024-03-07T17:15:23,2024-03-07,808,76,Online,Credit Card,COUPONA-Z9,2.66,AUD
4480,2024-03-07T03:59:51,2024-03-07,850,73,Online,Credit Card,COUPON-00Z,14.58,AUD
4588,2024-03-07T07:15:39,2024-03-07,859,80,Online,Credit Card,COUPON9Z00,2.46,AUD
4790,2024-03-07T05:39:06,2024-03-07,900,148,Retail,Credit Card,COUPON99--,13.67,AUD
4799,2024-03-07T10:58:53,2024-03-07,828,108,Retail,PayPal,COUPON--9-,0.56,AUD
4825,2024-03-07T11:46:04,2024-03-07,829,66,Online,PayPal,COUPON99-0,14.28,AUD
4881,2024-03-07T22:56:13,2024-03-07,833,138,Retail,PayPal,COUPON9---,11.95,AUD
5087,2024-03-07T13:08:10,2024-03-07,822,147,Online,Credit Card,COUPON--A-,10.48,AUD
5097,2024-03-07T13:42:10,2024-03-07,814,82,Online,Afterpay,COUPON--0Z,19.94,AUD
5281,2024-03-07T15:11:45,2024-03-07,889,116,Online,Credit Card,COUPON-Z9-,13.36,AUD
5306,2024-03-07T19:12:25,2024-03-07,891,118,Online,Credit Card,COUPON0---,8.58,AUD
5535,2024-03-07T23:14:36,2024-03-07,889,111,Retail,PayPal,COUPON-A-Z,12.42,AUD
5552,2024-03-07T19:09:30,2024-03-07,886,58,Online,Credit Card,COUPON-90-,0.71,AUD
5572,2024-03-07T19:34:21,2024-03-07,821,83,Retail,Afterpay,COUPON--9A,12.0,AUD
5676,2024-03-07T08:26:41,2024-03-07,839,120,Retail,Credit Card,COUPONZZAA,18.0,AUD
5678,2024-03-07T12:21:53,2024-03-07,877,122,Online,PayPal,COUPONZ0-Z,18.19,AUD
5796,2024-03-07T13:25:44,2024-03-07,873,73,Online,Credit Card,COUPON-90-,5.78,AUD
5941,2024-03-07T22:57:15,2024-03-07,830,87,Online,Afterpay,COUPON0A0A,8.69,AUD
6162,2024-03-07T12:19:37,2024-03-07,869,87,Retail,PayPal,COUPON90-0,9.23,AUD
6208,2024-03-07T00:39:11,2024-03-07,888,148,Online,Afterpay,COUPONZAZ0,13.63,AUD
