order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
48,2024-01-01T02:07:36,2024-01-01,812,113,Online,Afterpay,COUPON--9-,13.04,AUD
264,2024-01-01T09:46:36,2024-01-01,898,86,Online,Credit Card,COUPON9990,0.39,AUD
543,2024-01-01T12:15:28,2024-01-01,802,71,Online,Credit Card,COUPON-A09,1.54,AUD
554,2024-01-01T06:30:48,2024-01-01,896,93,Retail,PayPal,COUPON9-ZZ,1.27,AUD
607,2024-01-01T17:10:28,2024-01-01,853,72,Online,Credit Card,COUPON9ZAA,10.03,AUD
611,2024-01-01T15:53:56,2024-01-01,838,66,Online,Afterpay,COUPON-Z09,14.0,AUD
656,2024-01-01T04:06:28,2024-01-01,809,68,Online,Credit Card,COUPONA9-9,0.54,AUD
707,2024-01-01T21:58:17,2024-01-01,824,84,Online,PayPal,COUPON9--0,11.89,AUD
761,2024-01-01T01:01:50,2024-01-01,836,120,Retail,Credit Card,COUPON0--9,9.73,AUD
924,2024-01-01T11:00:09,2024-01-01,870,86,Retail,Afterpay,COUPON09-Z,17.18,AUD
950,2024-01-01T03:28:57,2024-01-01,847,56,Retail,Afterpay,COUPON0-00,2.14,AUD
1013,2024-01-01T20:50:41,2024-01-01,896,86,Online,Credit Card,COUPON00AZ,16.13,AUD
1016,2024-01-01T22:00:02,2024-01-01,830,82,Retail,Afterpay,COUPON0--9,2.13,AUD
1060,2024-01-01T06:55:56,2024-01-01,886,85,Retail,Afterpay,COUPONZ09-,2.85,AUD
1150,2024-01-01T18:24:58,2024-01-01,862,108,Online,Afterpay,COUPONA90Z,4.53,AUD
1276,2024-01-01T18:53:28,2024-01-01,816,102,Online,PayPal,COUPON9-ZA,15.52,AUD
1406,2024-01-01T00:16:49,2024-01-01,846,146,Online,Afterpay,COUPON0A0-,18.47,AUD
1784,2024-01-01T19:25:16,2024-01-01,882,93,Online,PayPal,COUPON--0-,12.31,AUD
1821,2024-01-01T02:09:07,2024-01-01,896,144,Online,PayPal,COUPONA00Z,0.72,AUD
1883,2024-01-01T09:39:16,2024-01-01,881,96,Retail,Afterpay,COUPON--9Z,13.89,AUD
2020,2024-01-01T20:31:00,2024-01-01,828,111,Retail,Credit Card,COUPON9A-Z,1.65,AUD
2175,2024-01-01T23:32:45,2024-01-01,841,74,Online,Afterpay,COUPON99--,2.61,AUD
2442,2024-01-01T12:05:39,2024-01-01,825,109,Online,Afterpay,COUPON009-,3.08,AUD
2511,2024-01-01T17:33:03,2024-01-01,801,122,Retail,PayPal,COUPONA--0,17.48,AUD
2567,2024-01-01T19:02:36,2024-01-01,878,103,Retail,Credit Card,COUPON00Z-,1.77,AUD
2619,2024-01-01T21:14:26,2024-01-01,853,55,Retail,Credit Card,COUPON-AZ9,7.43,AUD
2629,2024-01-01T01:21:16,2024-01-01,836,116,Retail,PayPal,COUPON999A,6.09,AUD
