order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
41,2024-01-11T20:08:41,2024-01-11,801,148,Online,Afterpay,COUPON-AZ0,7.37,AUD
60,2024-01-11T13:15:39,2024-01-11,851,71,Online,Credit Card,COUPONA9A-,11.29,AUD
64,2024-01-11T04:55:25,2024-01-11,824,107,Online,PayPal,COUPONA-AZ,15.7,AUD
197,2024-01-11T18:24:37,2024-01-11,844,132,Retail,Credit Card,COUPON0--0,17.67,AUD
344,2024-01-11T11:55:09,2024-01-11,877,108,Online,PayPal,COUPONA9Z-,19.03,AUD
378,2024-01-11T21:19:16,2024-01-11,851,72,Online,Afterpay,COUPON-AAZ,3.18,AUD
450,2024-01-11T19:38:50,2024-01-11,804,138,Retail,Credit Card,COUPON9-90,11.77,AUD
594,2024-01-11T11:47:37,2024-01-11,862,63,Online,Afterpay,COUPON-A-0,17.68,AUD
917,2024-01-11T11:04:39,2024-01-11,807,148,Online,Credit Card,COUPON-A--,3.01,AUD
1114,2024-01-11T14:31:25,2024-01-11,803,61,Online,Afterpay,COUPONZ-9-,12.08,AUD
1120,2024-01-11T00:26:06,2024-01-11,887,73,Retail,Afterpay,COUPON0-Z-,18.02,AUD
1266,2024-01-11T18:15:54,2024-01-11,856,135,Online,PayPal,COUPON-A9A,1.54,AUD
1299,2024-01-11T04:42:38,2024-01-11,808,131,Online,PayPal,COUPONA9-9,6.27,AUD
1360,2024-01-11T19:30:26,2024-01-11,821,113,Online,Credit Card,COUPON0---,17.19,AUD
1437,2024-01-11T16:02:16,2024-01-11,883,109,Retail,Afterpay,COUPONA-9-,8.63,AUD
1471,2024-01-11T15:31:26,2024-01-11,888,125,Online,Afterpay,COUPONA-Z9,3.74,AUD
1530,2024-01-11T05:56:53,2024-01-11,871,99,Online,Credit Card,COUPONAAZA,10.09,AUD
1564,2024-01-11T23:02:47,2024-01-11,821,68,Online,Credit Card,COUPON----,14.28,AUD
2137,2024-01-11T03:20:41,2024-01-11,857,121,Retail,Afterpay,COUPONA9ZZ,9.48,AUD
2180,2024-01-11T02:58:27,2024-01-11,853,52,Retail,Credit Card,COUPON9Z--,10.17,AUD
2342,2024-01-11T16:02:17,2024-01-11,849,102,Online,Credit Card,COUPON-9ZZ,16.09,AUD
2369,2024-01-11T21:53:08,2024-01-11,822,78,Retail,Credit Card,COUPONA-ZZ,1.79,AUD
2393,2024-01-11T19:42:44,2024-01-11,884,130,Online,Afterpay,COUPONA-AA,13.45,AUD
2454,2024-01-11T20:44:50,2024-01-11,864,87,Online,Credit Card,COUPON990Z,19.29,AUD
2530,2024-01-11T15:49:01,2024-01-11,823,143,Online,PayPal,COUPONZZ--,16.92,AUD
2558,2024-01-11T20:28:48,2024-01-11,803,114,Retail,PayPal,COUPONZZA-,5.21,AUD
2612,2024-01-11T15:49:20,2024-01-11,872,147,Online,Credit Card,COUPONA--0,14.46,AUD
2836,2024-01-11T22:28:41,2024-01-11,884,101,Online,Credit Card,COUPONZ---,13.89,AUD
2881,2024-01-11T10:03:37,2024-01-11,814,85,Retail,Credit Card,COUPON---Z,8.64,AUD
2945,2024-01-11T22:39:28,2024-01-11,854,140,Online,Afterpay,COUPON-AZ0,19.48,AUD
3107,2024-01-11T14:31:52,2024-01-11,864,99,Retail,PayPal,COUPON00-A,0.98,AUD
3418,2024-01-11T05:52:29,2024-01-11,852,78,Online,PayPal,COUPONA9-Z,15.96,AUD
3473,2024-01-11T19:42:46,2024-01-11,841,139,Retail,Credit Card,COUPON0AA-,1.23,AUD
3488,2024-01-11T06:46:33,2024-01-11,854,115,Retail,Credit Card,COUPON09Z-,12.83,AUD
3521,2024-01-11T02:55:20,2024-01-11,890,101,Retail,Afterpay,COUPON0Z09,13.19,AUD
3546,2024-01-11T06:30:26,2024-01-11,877,67,Online,Afterpay,COUPON----,16.66,AUD
3584,2024-01-11T22:52:29,2024-01-11,872,137,Online,Credit Card,COUPON-0Z-,14.15,AUD
3720,2024-01-11T13:54:11,2024-01-11,836,100,Retail,Credit Card,COUPONAZAA,9.75,AUD
3758,2024-01-11T12:21:45,2024-01-11,878,131,Online,Afterpay,COUPON990Z,11.91,AUD
3795,2024-01-11T21:48:21,2024-01-11,871,134,Retail,PayPal,COUPON--90,9.26,AUD
3922,2024-01-11T22:39:45,2024-01-11,888,106,Retail,Afterpay,COUPONZ-ZZ,3.64,AUD
3943,2024-01-11T10:41:14,2024-01-11,871,64,Retail,Credit Card,COUPON--0-,8.3,AUD
4036,2024-01-11T11:33:56,2024-01-11,874,137,Retail,Afterpay,COUPONA0AZ,12.67,AUD
4062,2024-01-11T21:15:36,2024-01-11,861,146,Online,PayPal,COUPON-ZZA,13.98,AUD
4178,2024-01-11T01:03:16,2024-01-11,824,115,Retail,Afterpay,COUPON0---,13.34,AUD
4307,2024-01-11T15:08:51,2024-01-11,873,78,Online,Credit Card,COUPON---0,4.91,AUD
4331,2024-01-11T15:00:07,2024-01-11,809,109,Online,Credit Card,COUPON90Z-,16.02,AUD
4366,2024-01-11T07:43:24,2024-01-11,804,111,Retail,Credit Card,COUPON-0A9,19.81,AUD
4432,2024-01-11T03:50:33,2024-01-11,838,137,Retail,Afterpay,COUPON90-9,7.7,AUD
4630,2024-01-11T13:26:35,2024-01-11,864,144,Retail,Credit Card,COUPON-0ZZ,4.7,AUD
4655,2024-01-11T09:35:27,2024-01-11,805,129,Retail,PayPal,COUPON-AZZ,9.07,AUD
4727,2024-01-11T07:26:58,2024-01-11,851,78,Online,PayPal,COUPONAAZ0,14.11,AUD
4759,2024-01-11T18:59:40,2024-01-11,880,112,Online,Afterpay,COUPONA-9-,2.62,AUD
4850,2024-01-11T20:56:56,2024-01-11,889,118,Retail,Credit Card,COUPON009A,16.75,AUD
4890,2024-01-11T02:58:32,2024-01-11,884,68,Online,Credit Card,COUPONZ-9Z,19.25,AUD
4913,2024-01-11T07:21:12,2024-01-11,805,56,Online,PayPal,COUPONZ---,9.26,AUD
4951,2024-01-11T18:49:07,2024-01-11,835,149,Online,PayPal,COUPON090-,8.11,AUD
5039,2024-01-11T00:49:22,2024-01-11,841,90,Retail,Credit Card,COUPONAA0-,6.62,AUD
5043,2024-01-11T14:25:33,2024-01-11,816,93,Retail,Afterpay,COUPON-AA0,12.95,AUD
5180,2024-01-11T11:42:34,2024-01-11,871,127,Retail,PayPal,COUPON9-Z0,10.97,AUD
5267,2024-01-11T05:27:03,2024-01-11,868,83,Online,Credit Card,COUPON9A0-,6.37,AUD
5336,2024-01-11T08:24:33,2024-01-11,899,149,Retail,PayPal,COUPONA9-Z,18.64,AUD
5362,2024-01-11T15:24:56,2024-01-11,886,146,Online,PayPal,COUPON-AAZ,11.92,AUD
5457,2024-01-11T16:56:03,2024-01-11,845,106,Retail,Credit Card,COUPON-AAZ,3.79,AUD
5484,2024-01-11T01:24:54,2024-01-11,866,88,Retail,Credit Card,COUPON--09,15.69,AUD
5528,2024-01-11T06:40:55,2024-01-11,848,90,Retail,PayPal,COUPON0-A-,2.78,AUD
5533,2024-01-11T16:56:12,2024-01-11,816,66,Retail,Afterpay,COUPONA--A,10.19,AUD
5539,2024-01-11T17:31:52,2024-01-11,841,134,Online,Credit Card,COUPON-09-,0.67,AUD
5675,2024-01-11T21:22:43,2024-01-11,888,95,Retail,PayPal,COUPON0A-Z,4.44,AUD
5700,2024-01-11T21:15:46,2024-01-11,859,123,Retail,Afterpay,COUPONA--A,13.94,AUD
5755,2024-01-11T12:00:50,2024-01-11,817,119,Online,Credit Card,COUPONZ0-A,7.16,AUD
5780,2024-01-11T23:56:42,2024-01-11,822,125,Retail,Credit Card,COUPON999-,17.61,AUD
5891,2024-01-11T18:46:19,2024-01-11,862,77,Retail,PayPal,COUPON0090,14.97,AUD
5921,2024-01-11T18:46:39,2024-01-11,838,146,Online,PayPal,COUPON-0Z9,7.93,AUD
5951,2024-01-11T17:43:51,2024-01-11,835,121,Retail,Afterpay,COUPONAA-9,1.15,AUD
6127,2024-01-11T18:38:33,2024-01-11,841,100,Online,Credit Card,COUPONAZ09,7.6,AUD
6283,2024-01-11T22:19:56,2024-01-11,856,81,Retail,Credit Card,COUPONZ--0,4.67,AUD
6574,2024-01-11T20:22:51,2024-01-11,838,123,Online,Afterpay,COUPON-AZ-,8.72,AUD
6630,2024-01-11T11:10:44,2024-01-11,885,96,Retail,Afterpay,COUPON9Z9-,6.74,AUD
6635,2024-01-11T15:44:53,2024-01-11,839,98,Online,Afterpay,COUPON--9-,7.85,AUD
6754,2024-01-11T16:37:24,2024-01-11,888,83,Retail,Afterpay,COUPON0AZA,10.06,AUD
6812,2024-01-11T10:47:29,2024-01-11,844,146,Online,Afterpay,COUPON--A9,3.66,AUD
6956,2024-01-11T04:20:13,2024-01-11,895,139,Online,PayPal,COUPON0-90,11.66,AUD
7016,2024-01-11T10:54:12,2024-01-11,890,142,Online,PayPal,COUPON9ZAA,3.16,AUD
7032,2024-01-11T13:03:57,2024-01-11,860,83,Retail,Afterpay,COUPON-00-,19.66,AUD
7156,2024-01-11T09:53:04,2024-01-11,832,90,Retail,Credit Card,COUPON--Z-,0.05,AUD
7435,2024-01-11T21:07:02,2024-01-11,889,116,Online,Credit Card,COUPONA-Z-,8.55,AUD
7449,2024-01-11T17:36:49,2024-01-11,889,85,Retail,PayPal,COUPON-A-Z,12.52,AUD
7521,2024-01-11T08:54:30,2024-01-11,884,62,Retail,Afterpay,COUPON0AA9,18.9,AUD
7581,2024-01-11T04:57:04,2024-01-11,889,62,Retail,PayPal,COUPON--9Z,0.45,AUD
7915,2024-01-11T10:30:49,2024-01-11,819,88,Retail,PayPal,COUPON090A,15.53,AUD
7977,2024-01-11T07:37:08,2024-01-11,892,81,Retail,PayPal,COUPONZ--A,9.63,AUD
8023,2024-01-11T18:39:01,2024-01-11,829,94,Retail,Afterpay,COUPONZ-9-,19.76,AUD
8036,2024-01-11T03:26:05,2024-01-11,826,73,Online,Credit Card,COUPONZ0Z-,11.01,AUD
8116,2024-01-11T23:37:42,2024-01-11,810,65,Retail,PayPal,COUPON-A--,18.98,AUD
8166,2024-01-11T20:39:38,2024-01-11,861,117,Online,Afterpay,COUPON--Z-,16.53,AUD
8181,2024-01-11T06:01:57,2024-01-11,870,70,Online,Credit Card,COUPONZ-Z-,9.42,AUD
8189,2024-01-11T23:40:47,2024-01-11,864,95,Retail,Credit Card,COUPON9AA9,5.07,AUD
8245,2024-01-11T11:32:10,2024-01-11,829,134,Online,Afterpay,COUPON-0-9,1.12,AUD
8249,2024-01-11T00:08:00,2024-01-11,808,130,Retail,Afterpay,COUPONZ-A-,19.49,AUD
8383,2024-01-11T12:27:53,2024-01-11,880,104,Online,Afterpay,COUPON-A-Z,19.08,AUD
8426,2024-01-11T22:31:08,2024-01-11,872,71,Retail,PayPal,COUPON--AA,3.35,AUD
8634,2024-01-11T06:09:34,2024-01-11,887,116,Retail,Afterpay,COUPON0-A-,5.79,AUD
8712,2024-01-11T01:27:40,2024-01-11,851,60,Retail,Credit Card,COUPONZ-A0,3.53,AUD
8859,2024-01-11T08:53:21,2024-01-11,804,135,Online,Afterpay,COUPON-00-,11.49,AUD
8923,2024-01-11T09:29:14,2024-01-11,876,72,Online,Afterpay,COUPON0Z--,1.43,AUD
8979,2024-01-11T13:24:40,2024-01-11,830,131,Online,Afterpay,COUPONAA9A,15.17,AUD
8989,2024-01-11T19:24:12,2024-01-11,817,96,Online,Credit Card,COUPON9--9,11.06,AUD
9021,2024-01-11T23:01:43,2024-01-11,819,105,Online,Afterpay,COUPON-99A,17.74,AUD
9248,2024-01-11T02:36:48,2024-01-11,860,61,Online,Credit Card,COUPON-Z-9,6.9,AUD
9316,2024-01-11T22:39:55,2024-01-11,874,112,Retail,Credit Card,COUPONZ-ZA,1.74,AUD
9332,2024-01-11T04:51:02,2024-01-11,885,60,Retail,Credit Card,COUPON9A0-,1.91,AUD
9688,2024-01-11T02:36:26,2024-01-11,873,147,Online,Afterpay,COUPONA9-A,15.84,AUD
9759,2024-01-11T03:45:59,2024-01-11,854,66,Online,Credit Card,COUPONZA00,4.82,AUD
