sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-04-01T14:29:43,17,SHELF--00A,29.43,71.3,3243
2025-04-01T15:00:29,17,SHELF----9,3.06,73.6,3945
2025-04-01T08:26:21,17,SHELF--Z-0,25.23,63.71,3579
2025-04-01T22:25:48,17,SHELF-9-AA,17.37,37.44,3183
2025-04-01T15:08:46,17,SHELF-9-ZA,37.05,70.53,4144
2025-04-01T22:35:55,17,SHELF-9A9A,6.67,63.9,3373
2025-04-01T21:55:05,17,SHELF-A-AZ,36.89,69.23,3009
2025-04-01T15:24:14,17,SHELF-90--,19.43,38.11,3495
2025-04-01T15:36:05,17,SHELF-A0Z-,23.18,66.09,3561
2025-04-01T23:54:21,17,SHELF-A99A,0.23,38.12,3657
2025-04-01T19:26:33,17,SHELF-AA-Z,14.87,79.7,3588
2025-04-01T08:00:41,17,SHELF-9-0-,3.24,50.67,3990
2025-04-01T05:33:08,17,SHELF-000-,26.39,42.97,3554
2025-04-01T16:04:26,17,SHELF-AA-Z,13.16,67.1,4124
2025-04-01T01:40:37,17,SHELF-9-AA,16.14,40.85,4109
2025-04-01T04:44:55,17,SHELF-0--Z,19.75,64.68,3366
2025-04-01T21:29:41,17,SHELF-A-9Z,16.49,26.32,4095
2025-04-01T11:51:50,17,SHELF-Z-99,36.49,51.59,3303
2025-04-01T18:01:32,17,SHELF-ZZ9-,11.16,56.45,3589
2025-04-01T13:45:02,17,SHELF-ZZ-Z,34.65,34.35,3022
2025-04-01T08:49:45,17,SHELF-ZA--,10.23,46.01,3500
2025-04-01T05:58:45,17,SHELF-AA-Z,16.84,40.75,3083
2025-04-01T20:54:35,17,SHELF-000-,4.11,26.49,3356
2025-04-01T00:57:27,17,SHELF-9--0,13.78,78.22,3513
