sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-04-01T02:13:45,21,SHELF--A9-,6.58,27.55,4060
2025-04-01T10:01:39,21,SHELF--AZ-,36.94,29.4,3171
2025-04-01T05:59:23,21,SHELF-A-9-,5.91,47.59,3421
2025-04-01T08:34:31,21,SHELF-9-00,6.49,20.52,3231
2025-04-01T08:25:55,21,SHELF--99-,9.1,65.36,3623
2025-04-01T05:41:23,21,SHELF-A-9-,21.16,46.78,3677
2025-04-01T23:14:03,21,SHELF-A-AZ,7.27,21.81,3500
2025-04-01T01:32:41,21,SHELF--AA-,13.92,70.79,3275
2025-04-01T01:55:27,21,SHELF---A-,17.98,28.75,3577
2025-04-01T02:28:46,21,SHELF-0-AA,38.73,32.56,3274
2025-04-01T02:52:51,21,SHELF--AA0,27.55,76.74,4114
2025-04-01T14:07:06,21,SHELF-9-0-,22.76,75.44,3519
2025-04-01T03:42:51,21,SHELF--A-A,17.47,63.37,3104
2025-04-01T08:45:23,21,SHELF-9-0Z,4.78,67.42,3665
2025-04-01T18:43:59,21,SHELF-9-ZZ,35.98,60.11,3722
2025-04-01T21:57:06,21,SHELF---Z-,16.61,71.52,4148
2025-04-01T02:16:03,21,SHELF-AZ0A,15.96,74.38,3247
2025-04-01T10:32:06,21,SHELF--AA0,16.5,65.42,3795
2025-04-01T12:33:43,21,SHELF--AA0,8.02,24.07,3162
2025-04-01T11:49:44,21,SHELF--99-,8.96,41.09,3503
2025-04-01T12:44:52,21,SHELF-ZA--,13.38,41.34,3132
2025-04-01T07:13:08,21,SHELF--Z00,14.42,71.53,3603
2025-04-01T06:58:55,21,SHELF-ZZ9-,2.15,64.94,3519
2025-04-01T15:38:38,21,SHELF-9-0-,5.09,62.46,3806
2025-04-01T19:33:58,21,SHELF-90-0,21.4,66.75,3334
2025-04-01T07:35:43,21,SHELF-ZZ-Z,32.8,31.94,3699
2025-04-01T17:30:16,21,SHELF-AA-Z,22.06,63.72,3500
2025-04-01T12:10:49,21,SHELF-000-,12.16,38.16,3457
2025-04-01T10:19:51,21,SHELF--AA0,19.35,78.38,3182
