order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
169865,36,7772,2,415.9961,0.0769,0.0813
294269,95,2063,8,459.0936,0.1163,0.0536
341815,168,2169,1,425.7877,0.0979,0.0786
740336,236,2839,1,191.9607,0.0688,0.1401
912693,317,191,3,218.771,0.0365,0.1445
635279,401,27,10,119.0117,0.0715,0.0601
190949,405,221,2,461.9015,0.0161,0.0556
344200,416,102,9,309.4769,0.1637,0.1122
54257,619,152,7,455.7999,0.1064,0.1378
213881,621,130,5,285.869,0.2281,0.1366
883309,629,218,9,284.3306,0.0828,0.1196
799022,700,8,7,91.4047,0.0562,0.1307
993699,765,113,1,183.4801,0.1384,0.0817
367683,823,204,9,248.0644,0.078,0.0758
954744,1015,195,10,115.9401,0.1332,0.1472
163291,1252,83,2,484.7291,0.2145,0.0908
684018,1350,9,4,316.3313,0.1604,0.0909
799287,1462,211,3,263.8322,0.002,0.0527
255653,1478,24,4,281.1468,0.048,0.1298
130267,1609,156,7,385.9073,0.2186,0.1126
411253,1701,113,9,394.1804,0.1416,0.1083
982748,1811,98,5,77.7239,0.228,0.0504
610823,1835,195,3,393.8027,0.0034,0.0564
816650,1856,244,2,395.1985,0.2001,0.1288
626101,2103,58,5,20.485,0.1504,0.1048
762838,2161,245,6,100.3151,0.0603,0.0745
66704,2239,167,10,268.5338,0.2231,0.0567
137371,2332,180,5,271.0398,0.2462,0.0951
985379,2333,117,8,179.4809,0.1511,0.1355
301106,2421,116,4,43.6319,0.0341,0.1024
73177,2447,25,6,50.6425,0.0389,0.1286
795938,2496,134,4,18.748,0.0282,0.1269
597989,2588,21,1,43.0445,0.1069,0.1266
313396,2782,241,9,469.771,0.2254,0.0921
246786,2836,24,2,71.9761,0.1129,0.0658
684653,2934,74,1,339.4235,0.0172,0.053
895911,3196,30,7,146.1466,0.0522,0.0909
430874,3276,200,4,345.8674,0.0357,0.1427
13661,3316,200,7,403.1869,0.0237,0.0861
517605,3352,45,9,361.0297,0.0588,0.1017
656661,3536,238,4,388.5895,0.2197,0.1478
726484,3628,171,5,414.1453,0.2095,0.0851
680058,3691,2,10,391.7184,0.1738,0.1464
816565,3776,163,1,57.7618,0.1459,0.1042
555071,3783,10,3,458.1868,0.2388,0.1402
133903,3809,61,10,450.5456,0.2202,0.1146
650365,3826,6,7,215.5065,0.2432,0.066
526276,3843,177,7,108.1264,0.1491,0.0933
452924,3944,56,4,242.238,0.1673,0.1167
359665,3991,168,8,219.0405,0.0618,0.145
703222,4037,117,6,83.4801,0.1499,0.1151
831138,4093,108,5,394.0948,0.0936,0.0582
822329,4155,49,5,167.8147,0.0275,0.0625
314779,4240,218,9,34.5524,0.0987,0.0911
986056,4429,59,9,401.0034,0.242,0.0879
618272,4437,132,1,16.2797,0.2462,0.0622
130422,4439,12,8,287.7054,0.2197,0.1144
307627,4445,148,5,449.7203,0.2003,0.0625
545238,4509,227,10,246.4415,0.175,0.0971
158656,4679,25,3,230.0056,0.2391,0.1215
760405,4694,38,3,143.1062,0.0038,0.0662
710685,4752,116,2,408.3274,0.0225,0.1018
470652,4873,214,2,362.2359,0.1367,0.0688
757523,4913,70,6,337.019,0.1775,0.078
178205,4942,218,10,324.4258,0.1147,0.0522
667721,5136,138,8,45.8296,0.2462,0.1309
296782,5353,63,7,115.4745,0.0891,0.0912
339544,5418,166,1,216.027,0.1378,0.0959
627258,5432,70,6,189.4283,0.19,0.1087
245018,5459,15,1,70.4045,0.0733,0.0566
799247,5578,143,4,247.6199,0.2065,0.0976
174789,5865,85,8,411.8359,0.0948,0.1126
619098,5950,118,7,129.0045,0.2283,0.1152
19961,6404,111,9,18.2069,0.0962,0.1371
714281,6561,84,3,465.1103,0.238,0.1214
304039,6564,60,1,318.7012,0.188,0.091
73107,6604,226,9,355.9206,0.0349,0.0615
781277,6734,148,9,59.8262,0.1276,0.1212
80551,6860,139,3,170.6514,0.1534,0.0591
196203,7157,27,8,332.9882,0.0448,0.1014
347548,7324,136,5,242.7559,0.2148,0.1151
735091,7373,162,4,5.4934,0.1092,0.0503
978739,7445,34,6,403.0739,0.0611,0.1345
122425,7483,93,5,115.0583,0.1647,0.126
194046,7503,177,8,488.4351,0.1165,0.0834
953716,7573,78,8,227.4527,0.0125,0.143
514308,7719,137,9,313.332,0.1631,0.134
419159,7916,173,3,164.1262,0.0329,0.0938
815947,7922,6,5,434.3701,0.0503,0.1119
250589,7945,186,4,286.5847,0.0963,0.087
332457,7977,229,10,287.7637,0.1895,0.0621
654863,8049,130,7,113.3004,0.0439,0.0677
891200,8181,40,7,94.9157,0.0083,0.1487
446629,8203,80,10,400.6575,0.2368,0.1135
602589,8287,33,1,368.8104,0.2018,0.1169
445987,8324,165,9,134.6371,0.1562,0.1441
795709,8424,49,5,19.7799,0.048,0.1409
62207,8551,190,6,438.4145,0.203,0.0853
428911,8554,153,3,24.006,0.1968,0.081
493210,8567,66,1,286.7971,0.1795,0.139
156854,8588,134,6,417.2336,0.0928,0.1197
547678,8620,159,7,73.9559,0.1984,0.1186
179895,8642,86,3,295.4299,0.0369,0.097
372270,8681,26,7,310.2339,0.2136,0.0881
419271,8711,18,9,463.0966,0.0406,0.1222
594215,8745,227,6,246.4654,0.1112,0.1364
130422,8845,127,7,484.9986,0.2114,0.0776
661129,8888,83,7,413.3209,0.085,0.0568
377612,8896,241,9,388.7032,0.1661,0.0655
871755,8989,187,9,385.3414,0.1947,0.0804
848115,9026,235,7,176.8982,0.1082,0.069
575648,9041,51,2,132.9214,0.2021,0.072
647492,9162,42,7,399.1203,0.2093,0.1469
92273,9346,61,8,65.2317,0.0559,0.0882
171134,9588,113,8,409.3259,0.1767,0.1293
265432,9624,134,1,264.9686,0.1664,0.0931
977896,9641,22,8,343.7573,0.1223,0.0992
921699,9648,23,4,74.2131,0.1912,0.1177
421690,9658,149,6,14.7067,0.0097,0.1077
295375,9865,54,10,391.8188,0.0039,0.1287
635613,9952,153,10,267.7299,0.1131,0.1219
531773,10032,60,8,222.059,0.0354,0.099
53615,10398,226,4,308.925,0.1351,0.0741
823016,10466,210,10,111.3267,0.0761,0.1079
18323,10490,228,5,332.7673,0.1288,0.122
43224,10533,85,7,364.2209,0.107,0.106
212351,10574,71,1,235.9808,0.0568,0.1109
472654,10677,227,1,446.8505,0.0526,0.1111
910802,10684,89,6,223.0995,0.0597,0.1147
926833,10704,109,4,424.1612,0.0803,0.1132
125271,10753,145,7,305.7772,0.1867,0.0627
288549,10890,242,9,299.3212,0.216,0.1443
241384,10916,30,6,221.3715,0.1351,0.1104
890547,11043,27,2,193.1847,0.0374,0.1371
973541,11164,130,5,247.568,0.2167,0.1095
222662,11327,77,6,54.1447,0.0177,0.1083
443786,11466,21,4,378.8496,0.075,0.1113
218952,11535,46,10,205.0385,0.033,0.1155
733327,11552,141,8,320.8548,0.1444,0.1239
408863,11838,221,8,425.1253,0.243,0.1342
675887,12019,156,9,255.9374,0.2229,0.09
425000,12158,71,8,174.0143,0.0566,0.0621
665262,12180,187,1,465.5066,0.002,0.1024
629955,12300,188,5,42.5894,0.0311,0.1024
871810,12315,97,6,10.293,0.1819,0.1466
870624,12410,151,2,339.3186,0.1449,0.0526
167318,12552,234,6,293.4465,0.2227,0.0588
601945,12558,210,6,336.772,0.1025,0.1179
511978,12648,110,4,317.5332,0.211,0.0734
242320,12798,142,8,290.9009,0.2014,0.1428
795709,12813,183,4,395.9142,0.0216,0.1309
134869,12982,101,10,117.1655,0.0039,0.0517
933873,13094,10,3,59.4284,0.0015,0.1092
930642,13143,17,4,316.5341,0.2491,0.0573
563167,13146,201,10,373.6335,0.0603,0.0611
915466,13215,64,5,276.1584,0.0574,0.1053
791201,13222,36,5,286.4967,0.0988,0.088
922994,13245,130,3,288.5975,0.231,0.0789
344567,13551,105,7,439.9625,0.1554,0.0678
703472,13608,112,2,417.193,0.0626,0.1002
471936,13849,191,6,278.2921,0.1786,0.0952
755939,13868,114,6,162.4621,0.0677,0.0714
57282,13884,40,5,454.2471,0.006,0.1111
672883,14056,236,9,391.3319,0.0364,0.0508
336583,14153,249,2,249.2991,0.0691,0.0665
936058,14270,60,9,223.6747,0.0764,0.0579
682281,14277,177,10,336.9258,0.1107,0.1227
479119,14357,157,10,145.2001,0.0437,0.0893
118879,14449,126,10,205.8352,0.2166,0.0886
974084,14464,88,4,90.9219,0.2448,0.0676
365723,14574,188,9,176.0201,0.0864,0.0951
617545,14585,202,9,494.2676,0.0368,0.1067
304715,14657,150,7,272.5935,0.1458,0.0711
153137,14778,228,5,250.2922,0.0413,0.1487
549447,14939,182,1,100.634,0.0145,0.0617
334840,15292,110,3,18.0373,0.1649,0.1336
781785,15438,199,2,106.4925,0.0385,0.1269
953436,15575,43,6,357.317,0.0732,0.1002
444899,15578,51,2,255.0923,0.1059,0.1385
316980,15740,90,4,342.5827,0.0111,0.0621
439054,15817,101,7,368.2477,0.1461,0.1158
22404,15918,153,9,382.6502,0.0354,0.0889
753781,15936,39,8,251.5056,0.0944,0.0945
590348,15975,159,3,98.8539,0.1412,0.1195
672641,16062,158,1,409.5554,0.1433,0.1311
543365,16211,89,6,158.2272,0.0571,0.0941
243093,16220,84,5,455.4022,0.0661,0.0983
668222,16272,246,2,382.9679,0.0508,0.0971
148800,16430,202,9,332.049,0.0439,0.1402
213564,16508,175,7,483.7497,0.1713,0.0927
979175,16541,66,2,66.7824,0.0208,0.0544
844750,16612,235,9,59.4234,0.1219,0.1138
694871,16831,1,10,91.4102,0.0886,0.0542
729206,16833,10,8,468.5528,0.2289,0.1408
145341,16842,192,1,477.0078,0.0878,0.0918
421074,16864,119,6,184.6738,0.1135,0.0737
800986,17046,183,6,478.7658,0.1657,0.0866
562296,17434,191,5,48.4789,0.1047,0.1408
142548,17550,50,10,333.169,0.1832,0.0849
990611,17789,71,7,177.833,0.0424,0.121
600083,17801,123,10,54.5816,0.0257,0.0692
492928,17931,60,1,226.3557,0.0583,0.0579
523282,17936,208,8,74.8833,0.0057,0.0506
966947,18027,127,2,67.2508,0.1611,0.1457
696213,18039,168,7,174.4497,0.1239,0.1209
843976,18052,82,4,36.3092,0.0502,0.059
942925,18089,149,7,313.5021,0.0243,0.1385
938759,18139,128,5,250.5861,0.1226,0.1047
926733,18271,189,3,241.3502,0.092,0.0607
478895,18275,239,8,187.6107,0.128,0.1145
887215,18548,50,9,367.6638,0.0442,0.1369
779926,18596,31,1,291.8193,0.16,0.1186
93518,18826,116,7,293.8123,0.2234,0.0732
437518,18887,53,3,247.8543,0.2226,0.1137
193455,19128,52,7,28.7533,0.0266,0.0578
937742,19200,185,5,317.6053,0.1282,0.0715
45367,19230,248,3,129.8063,0.0472,0.0663
893769,19289,73,9,36.1495,0.1494,0.1049
379082,19317,218,2,492.7146,0.1102,0.0807
435611,19353,205,6,400.966,0.2351,0.0544
222112,19438,206,8,52.2646,0.069,0.0998
696797,19479,59,5,192.9313,0.0713,0.0575
132770,19838,8,7,9.11,0.0257,0.1011
156160,19883,186,6,126.9372,0.2261,0.1272
810728,19939,235,5,16.29,0.2318,0.1392
516113,20206,174,3,79.5948,0.1468,0.0831
205860,20215,166,5,177.4062,0.1058,0.1231
349819,20304,53,4,428.8452,0.0884,0.1453
385778,20350,13,1,297.2489,0.2248,0.0621
894584,20403,230,6,148.5982,0.0251,0.1496
6678,20475,2,6,160.4193,0.0142,0.0894
426130,21020,154,1,470.8773,0.0751,0.0704
703473,21030,4,10,95.0241,0.0032,0.1289
469939,21053,58,5,135.7325,0.1593,0.1443
696671,21082,50,2,5.5188,0.1452,0.1413
641601,21083,196,5,16.1583,0.1653,0.0587
646555,21252,35,3,78.5135,0.133,0.0745
690990,21277,189,2,38.5032,0.2296,0.0715
729676,21431,204,4,150.166,0.0576,0.1091
364820,21650,126,8,354.1284,0.1639,0.0623
248792,21693,70,6,454.4319,0.1307,0.1095
498521,21764,167,3,492.9337,0.1416,0.0555
96078,21986,243,7,63.0541,0.1105,0.0816
217468,22008,53,7,482.1064,0.2108,0.1138
906652,22133,85,5,362.6301,0.2051,0.0743
596216,22235,42,4,277.3481,0.1718,0.0539
910251,22346,13,9,139.8496,0.1507,0.08
467531,22441,5,8,260.4525,0.0282,0.114
185349,22578,127,1,116.4022,0.2113,0.0884
51249,22642,168,6,80.2044,0.1264,0.0564
670545,22723,45,3,300.217,0.1609,0.0927
353908,22866,9,9,499.4757,0.1846,0.1457
405524,22991,140,2,351.084,0.0132,0.0805
770652,23026,94,5,47.2359,0.1517,0.0802
925269,23340,222,7,361.9279,0.0779,0.1259
204705,23457,243,1,78.2191,0.0366,0.0758
9902,23478,64,4,238.5723,0.25,0.0806
35641,23577,132,5,374.0062,0.0351,0.1398
655001,23729,190,3,77.3543,0.0629,0.1146
38912,23827,174,6,331.6377,0.127,0.1365
431361,23938,150,6,33.345,0.1065,0.0594
908402,24110,129,1,424.2614,0.1608,0.0809
491359,24193,19,3,342.8154,0.177,0.1423
544247,24240,68,5,326.7251,0.1701,0.0686
703232,24251,91,9,310.9178,0.1244,0.0953
534200,24328,225,2,267.8311,0.2172,0.1219
862865,24491,114,5,27.6988,0.0645,0.0728
229114,24530,190,1,168.5112,0.1133,0.0605
980438,24555,188,8,210.5208,0.069,0.0746
673034,24889,185,5,157.3782,0.096,0.1095
447328,25039,230,10,153.3791,0.2215,0.1065
937874,25214,97,6,217.8013,0.0334,0.0602
902290,25237,28,1,458.3716,0.1063,0.1029
459150,25408,193,1,371.7123,0.0919,0.0506
520848,25490,54,4,38.4934,0.1692,0.0785
945546,25541,240,9,111.6232,0.0801,0.1468
790174,25633,77,6,383.4386,0.2114,0.133
164746,25661,158,5,113.2093,0.1341,0.0769
553406,25849,94,3,103.1816,0.112,0.0841
32376,26013,16,4,171.3086,0.163,0.103
989798,26014,166,9,446.734,0.0377,0.0675
421690,26131,234,4,424.7262,0.0471,0.1264
333853,26205,248,2,335.8893,0.1973,0.0702
710010,26253,188,2,411.7824,0.0371,0.1267
558138,26275,48,8,56.6016,0.0567,0.0555
923939,26303,158,3,279.3038,0.0407,0.1384
308908,26306,194,1,244.6747,0.0464,0.0636
318987,26433,114,10,6.6796,0.1794,0.1419
127065,26468,78,10,251.4779,0.225,0.1369
84965,26488,176,6,330.5223,0.1945,0.0803
662995,26506,132,2,77.5809,0.1124,0.1014
760459,26541,216,6,476.9693,0.0132,0.0515
321776,26557,117,9,146.6565,0.0618,0.0556
961489,26668,229,1,214.1991,0.1948,0.0632
125481,26733,48,4,174.0317,0.0874,0.1097
648071,26792,94,1,59.2576,0.0835,0.1449
993699,26804,58,7,125.8914,0.2019,0.1149
9051,26816,159,1,291.3349,0.04,0.1415
649254,26822,69,9,325.8297,0.1212,0.1499
848717,26874,143,4,203.9887,0.0012,0.1152
