order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
52,2024-02-08T20:30:21,2024-02-08,854,57,Online,Credit Card,COUPON0090,16.61,AUD
75,2024-02-08T16:16:58,2024-02-08,822,120,Online,PayPal,COUPON-9AZ,3.77,AUD
106,2024-02-08T23:17:31,2024-02-08,876,138,Online,Credit Card,COUPON--Z0,2.26,AUD
118,2024-02-08T05:54:33,2024-02-08,884,97,Online,Credit Card,COUPONAA--,8.16,AUD
132,2024-02-08T05:49:01,2024-02-08,895,135,Online,Afterpay,COUPON9-AZ,2.71,AUD
171,2024-02-08T14:43:53,2024-02-08,874,77,Retail,PayPal,COUPONA---,6.6,AUD
236,2024-02-08T03:17:38,2024-02-08,848,144,Retail,PayPal,COUPONZZ99,1.38,AUD
257,2024-02-08T04:41:31,2024-02-08,842,147,Online,PayPal,COUPON-990,16.78,AUD
319,2024-02-08T18:39:06,2024-02-08,800,148,Retail,Credit Card,COUPONZ9-0,5.48,AUD
414,2024-02-08T08:52:42,2024-02-08,893,105,Retail,Afterpay,COUPONA-AZ,13.81,AUD
418,2024-02-08T12:30:22,2024-02-08,802,134,Retail,Credit Card,COUPONZ-AZ,19.19,AUD
441,2024-02-08T22:46:16,2024-02-08,808,118,Online,Afterpay,COUPON0---,14.47,AUD
524,2024-02-08T11:00:42,2024-02-08,816,50,Retail,Credit Card,COUPONAZAZ,6.55,AUD
536,2024-02-08T04:21:26,2024-02-08,871,144,Online,Credit Card,COUPON-A-0,11.95,AUD
545,2024-02-08T17:22:15,2024-02-08,833,107,Retail,PayPal,COUPONA9Z-,13.85,AUD
573,2024-02-08T03:29:39,2024-02-08,839,127,Retail,Credit Card,COUPONZ90A,6.78,AUD
577,2024-02-08T04:05:52,2024-02-08,844,76,Retail,PayPal,COUPONAA90,11.87,AUD
713,2024-02-08T02:34:40,2024-02-08,800,99,Retail,Credit Card,COUPON0-Z0,4.48,AUD
728,2024-02-08T14:35:13,2024-02-08,826,125,Online,Afterpay,COUPON0ZAA,13.88,AUD
911,2024-02-08T06:16:44,2024-02-08,893,148,Online,PayPal,COUPON-099,17.46,AUD
937,2024-02-08T17:59:37,2024-02-08,853,110,Retail,Credit Card,COUPON-9--,17.42,AUD
1085,2024-02-08T18:57:45,2024-02-08,841,113,Retail,Afterpay,COUPONZZZ-,4.89,AUD
1135,2024-02-08T07:25:17,2024-02-08,809,66,Online,Afterpay,COUPON9-ZZ,6.03,AUD
1216,2024-02-08T19:53:29,2024-02-08,855,66,Retail,Afterpay,COUPONZZ-0,13.43,AUD
1240,2024-02-08T12:12:22,2024-02-08,805,87,Retail,Afterpay,COUPON0--0,16.58,AUD
1474,2024-02-08T15:57:22,2024-02-08,849,56,Online,Afterpay,COUPON--A-,13.6,AUD
1552,2024-02-08T08:33:37,2024-02-08,864,122,Retail,Afterpay,COUPON0Z9A,15.08,AUD
1593,2024-02-08T18:15:23,2024-02-08,813,61,Retail,Credit Card,COUPON-Z99,14.82,AUD
1855,2024-02-08T02:02:34,2024-02-08,840,131,Retail,Afterpay,COUPONZ099,17.68,AUD
1957,2024-02-08T08:28:51,2024-02-08,865,88,Online,Afterpay,COUPON-00-,4.81,AUD
2072,2024-02-08T07:39:05,2024-02-08,842,77,Online,PayPal,COUPON-Z9Z,17.53,AUD
2187,2024-02-08T09:10:12,2024-02-08,858,97,Online,Credit Card,COUPONZZA0,2.05,AUD
2192,2024-02-08T04:57:53,2024-02-08,818,83,Online,Afterpay,COUPONA--Z,11.89,AUD
2202,2024-02-08T02:42:33,2024-02-08,821,89,Online,PayPal,COUPON-Z--,18.49,AUD
2233,2024-02-08T12:02:35,2024-02-08,805,69,Retail,PayPal,COUPON9-0-,8.53,AUD
2379,2024-02-08T13:52:02,2024-02-08,809,144,Online,PayPal,COUPONAZ90,12.25,AUD
2412,2024-02-08T03:55:23,2024-02-08,862,102,Retail,Afterpay,COUPON9-9-,11.43,AUD
2939,2024-02-08T11:55:47,2024-02-08,810,73,Retail,Credit Card,COUPON-ZZA,17.19,AUD
3028,2024-02-08T11:57:46,2024-02-08,810,139,Retail,PayPal,COUPON0-Z9,3.54,AUD
3215,2024-02-08T09:24:08,2024-02-08,812,89,Retail,PayPal,COUPON9--0,9.72,AUD
3238,2024-02-08T11:53:24,2024-02-08,848,90,Online,PayPal,COUPON099-,7.8,AUD
3315,2024-02-08T10:55:34,2024-02-08,899,102,Retail,Afterpay,COUPONAA-Z,6.86,AUD
3335,2024-02-08T08:36:16,2024-02-08,822,115,Retail,Afterpay,COUPON---Z,18.94,AUD
3379,2024-02-08T05:21:25,2024-02-08,834,63,Retail,PayPal,COUPONZ900,2.93,AUD
3405,2024-02-08T08:14:26,2024-02-08,888,121,Retail,Credit Card,COUPON-ZZA,13.36,AUD
3448,2024-02-08T05:07:22,2024-02-08,829,114,Retail,PayPal,COUPON9A--,13.41,AUD
3580,2024-02-08T05:09:47,2024-02-08,820,64,Retail,PayPal,COUPONZ-Z9,19.87,AUD
3754,2024-02-08T22:18:11,2024-02-08,899,109,Retail,Afterpay,COUPON-0A-,1.92,AUD
3789,2024-02-08T21:28:37,2024-02-08,831,114,Retail,PayPal,COUPON----,1.33,AUD
3885,2024-02-08T04:27:05,2024-02-08,832,98,Online,Afterpay,COUPONZ00A,10.76,AUD
4006,2024-02-08T23:43:21,2024-02-08,896,52,Retail,Afterpay,COUPONZ--A,9.73,AUD
4182,2024-02-08T05:20:11,2024-02-08,845,138,Online,Credit Card,COUPON-Z9A,9.93,AUD
4188,2024-02-08T17:45:11,2024-02-08,810,112,Online,PayPal,COUPONZZ0-,2.14,AUD
4234,2024-02-08T04:56:57,2024-02-08,802,132,Retail,PayPal,COUPONZZA0,3.19,AUD
4273,2024-02-08T08:18:12,2024-02-08,898,87,Retail,Afterpay,COUPON0909,5.42,AUD
4515,2024-02-08T16:58:09,2024-02-08,881,139,Retail,Credit Card,COUPON--Z0,0.23,AUD
4673,2024-02-08T00:48:09,2024-02-08,833,109,Retail,Credit Card,COUPON-9A-,5.43,AUD
4768,2024-02-08T12:45:08,2024-02-08,816,132,Retail,Afterpay,COUPON---0,7.85,AUD
4816,2024-02-08T21:21:03,2024-02-08,810,54,Retail,Credit Card,COUPON---9,16.03,AUD
4824,2024-02-08T11:23:54,2024-02-08,812,65,Online,PayPal,COUPONA0-9,3.56,AUD
4998,2024-02-08T15:37:37,2024-02-08,825,130,Online,Credit Card,COUPON9A-Z,6.05,AUD
5059,2024-02-08T05:03:15,2024-02-08,854,127,Online,Afterpay,COUPON-0-0,8.23,AUD
5154,2024-02-08T21:38:19,2024-02-08,887,59,Retail,Afterpay,COUPON--A-,18.6,AUD
5380,2024-02-08T22:16:06,2024-02-08,818,72,Retail,Credit Card,COUPONA9Z0,0.29,AUD
5486,2024-02-08T16:31:49,2024-02-08,869,148,Retail,Credit Card,COUPON-999,3.31,AUD
5507,2024-02-08T03:17:20,2024-02-08,854,141,Retail,Afterpay,COUPON0--Z,9.97,AUD
