sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-04-01T23:18:24,37,SHELF-A0Z-,19.24,9.4,3042
2025-04-01T17:42:52,37,SHELF--AZ-,25.81,33.77,3267
2025-04-01T22:47:27,37,SHELF-A999,39.08,57.33,3328
2025-04-01T18:56:30,37,SHELF-9-9-,21.39,67.81,3233
2025-04-01T10:21:05,37,SHELF--0-9,12.66,38.69,3189
2025-04-01T18:20:00,37,SHELF-A9A9,29.07,75.94,3597
2025-04-01T09:27:02,37,SHELF-0-AA,2.64,27.57,3552
2025-04-01T08:25:27,37,SHELF-ZZ9-,36.74,24.61,3974
2025-04-01T07:21:27,37,SHELF-9-Z-,3.54,59.46,3266
2025-04-01T16:00:17,37,SHELF--0-9,5.05,78.39,3022
2025-04-01T12:15:50,37,SHELF--Z-0,32.17,78.88,3352
2025-04-01T19:32:19,37,SHELF-000-,23.84,62.57,3951
2025-04-01T19:57:27,37,SHELF---A-,8.9,71.26,3637
2025-04-01T12:24:20,37,SHELF--Z9-,8.15,68.86,3645
2025-04-01T13:36:56,37,SHELF--ZZ-,37.49,42.62,4076
2025-04-01T02:43:21,37,SHELF-A-9-,33.37,34.83,3288
2025-04-01T22:32:08,37,SHELF-9--9,8.28,27.99,3148
2025-04-01T10:21:26,37,SHELF--Z--,25.14,33.11,3932
2025-04-01T06:31:59,37,SHELF-0AAZ,11.29,25.25,3399
2025-04-01T21:25:25,37,SHELF---09,16.84,28.3,4164
