sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-01-10T02:22:18,11,SHELF--A99,26.02,62.64,3633
2025-01-05T07:31:34,11,SHELF-9ZZZ,3.28,26.02,3486
2025-01-24T02:55:55,11,SHELF-9---,12.78,58.64,3249
2025-01-03T12:09:39,11,SHELF-A---,19.69,69.35,3514
2025-01-23T10:38:52,11,SHELF-A---,28.0,34.84,4109
2025-01-31T20:33:11,11,SHELF-9ZZZ,12.58,43.46,4023
2025-01-19T18:43:48,11,SHELF-ZZA9,29.09,20.72,3968
2025-01-20T07:23:47,11,SHELF-A9AA,3.0,63.44,3038
2025-01-16T09:01:37,11,SHELF-Z-0-,11.63,57.83,3426
2025-01-22T20:46:25,11,SHELF----A,8.07,49.74,3515
2025-01-28T03:01:58,11,SHELF---A-,33.05,39.16,3779
2025-01-14T13:58:13,11,SHELF-9-9A,8.91,79.96,3454
2025-01-21T09:26:05,11,SHELF--0-9,32.44,50.69,3025
2025-01-20T10:15:46,11,SHELF--9-0,18.4,70.49,3430
2025-01-01T00:41:52,11,SHELF-A-ZA,35.55,32.07,3504
2025-01-29T08:11:11,11,SHELF-ZA9-,13.31,47.09,3651
2025-01-30T16:42:41,11,SHELF---99,23.18,44.08,3998
2025-01-01T08:29:13,11,SHELF-Z-AZ,39.47,34.87,3833
2025-01-21T22:27:35,11,SHELF-9A-Z,16.16,29.89,3758
2025-01-09T23:16:23,11,SHELF-A9AA,32.83,78.21,3158
2025-01-15T19:17:01,11,SHELF----Z,28.98,41.67,4014
2025-01-10T00:02:44,11,SHELF-9---,7.56,31.51,4186
2025-01-29T08:37:21,11,SHELF-9---,27.06,49.79,3391
2025-01-15T12:51:42,11,SHELF-0-ZZ,11.84,38.4,3971
2025-01-27T15:33:27,11,SHELF--0-Z,0.18,59.87,3983
2025-01-16T11:06:46,11,SHELF---00,39.58,73.66,3242
2025-01-22T04:12:35,11,SHELF-Z00-,18.36,61.88,3227
2025-01-29T15:02:49,11,SHELF--9--,14.44,31.32,3000
2025-01-03T13:12:34,11,SHELF-90--,33.37,56.48,3987
2025-01-22T20:45:41,11,SHELF-A-0-,27.79,69.07,4091
2025-01-31T11:13:09,11,SHELF--9--,16.17,61.56,3446
2025-01-05T02:15:05,11,SHELF-Z-A-,8.46,63.01,3561
2025-01-28T15:06:03,11,SHELF--9-9,21.85,59.75,3309
2025-01-17T01:34:23,11,SHELF-----,15.5,47.29,3713
2025-01-20T01:47:43,11,SHELF-9ZZZ,23.0,69.01,3801
2025-01-12T07:17:36,11,SHELF-A--0,34.12,67.48,3760
2025-01-09T05:40:25,11,SHELF--A99,37.01,67.33,3968
2025-01-09T18:28:23,11,SHELF-00--,38.75,79.91,3617
2025-01-31T18:20:05,11,SHELF-A9Z0,5.51,70.27,3879
2025-01-06T12:41:51,11,SHELF-9ZZZ,19.32,45.95,4166
2025-01-11T03:28:25,11,SHELF-90--,21.49,68.13,4084
2025-01-15T23:02:01,11,SHELF-0--0,19.52,29.18,3226
2025-01-19T03:47:45,11,SHELF-9-9A,38.08,42.32,3006
2025-01-10T04:04:27,11,SHELF--9-9,32.99,44.74,4047
2025-01-19T05:16:21,11,SHELF-99-Z,22.37,38.21,3208
2025-01-09T12:04:27,11,SHELF--9-0,39.42,72.35,3493
2025-01-01T06:17:14,11,SHELF-0Z-A,32.66,22.1,3326
2025-01-10T18:12:27,11,SHELF-A---,29.83,71.51,3876
2025-01-21T09:03:39,11,SHELF--ZZ-,30.49,41.51,3726
2025-01-22T14:07:30,11,SHELF--0--,32.63,64.87,3996
2025-01-06T21:07:22,11,SHELF-990-,20.34,75.88,4083
2025-01-04T07:12:04,11,SHELF-9---,15.64,79.88,3558
2025-01-18T21:57:49,11,SHELF-90--,3.96,64.58,3366
2025-01-31T22:17:29,11,SHELF---A-,33.05,50.56,3270
2025-01-05T17:25:39,11,SHELF--AZ-,7.53,70.83,3893
2025-01-04T23:55:21,11,SHELF-0A0-,25.4,73.98,3770
2025-01-17T21:34:17,11,SHELF-90ZA,5.49,71.81,3941
2025-01-24T07:38:50,11,SHELF----0,5.34,77.73,3615
2025-01-03T16:08:13,11,SHELF-A00Z,6.83,20.79,3953
2025-01-29T07:18:04,11,SHELF-A9Z0,2.51,50.86,3671
2025-01-23T23:42:21,11,SHELF--00-,35.0,32.84,3530
2025-01-04T12:21:25,11,SHELF--0--,29.92,54.9,3612
2025-01-04T20:40:17,11,SHELF-A-9Z,23.9,78.84,3473
2025-01-13T23:56:59,11,SHELF--0--,7.88,58.95,3526
2025-01-13T22:43:04,11,SHELF--9Z0,28.51,64.31,3976
2025-01-25T05:48:48,11,SHELF---00,1.58,34.14,3305
2025-01-01T14:44:20,11,SHELF--0--,24.59,56.82,3987
2025-01-19T20:43:23,11,SHELF-----,28.13,48.18,3078
2025-01-03T21:48:34,11,SHELF-Z00-,12.02,39.79,4197
2025-01-03T20:21:32,11,SHELF-A-9Z,36.93,76.33,3847
2025-01-13T04:43:03,11,SHELF-0A0-,7.44,29.06,3734
2025-01-17T19:51:46,11,SHELF-9A-A,2.17,75.41,3688
2025-01-04T17:28:37,11,SHELF---00,2.24,34.4,3446
2025-01-10T23:40:07,11,SHELF-Z00-,25.56,32.07,3262
2025-01-30T17:55:20,11,SHELF-A-ZA,2.17,72.69,3616
2025-01-02T10:20:22,11,SHELF--9--,28.1,31.01,4018
2025-01-25T03:18:54,11,SHELF-A90-,3.31,51.59,3440
2025-01-25T02:09:59,11,SHELF-9--9,2.12,28.69,3309
2025-01-13T14:59:19,11,SHELF--0-Z,0.38,57.64,3291
2025-01-10T12:44:16,11,SHELF-A9-Z,10.27,63.75,3549
2025-01-14T12:02:50,11,SHELF-A-9A,7.21,50.04,3054
2025-01-19T19:52:17,11,SHELF-9--9,12.79,33.05,3118
2025-01-28T06:39:49,11,SHELF-0-ZZ,6.7,61.83,3613
2025-01-15T00:37:59,11,SHELF---9-,24.63,26.81,4193
2025-01-25T17:56:12,11,SHELF--9-A,28.39,47.48,3833
2025-01-27T18:31:57,11,SHELF-9A-A,35.72,30.11,4007
