order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
39,2024-01-23T02:05:41,2024-01-23,888,92,Retail,PayPal,COUPONZZAA,15.55,AUD
43,2024-01-23T23:25:40,2024-01-23,818,111,Retail,Credit Card,COUPONZA09,2.13,AUD
368,2024-01-23T17:26:22,2024-01-23,896,99,Online,PayPal,COUPONZ-Z9,11.85,AUD
429,2024-01-23T07:50:21,2024-01-23,835,79,Online,Afterpay,COUPON-A-Z,18.4,AUD
501,2024-01-23T13:42:14,2024-01-23,838,115,Online,Credit Card,COUPON-Z9-,12.58,AUD
522,2024-01-23T05:39:50,2024-01-23,808,82,Retail,Credit Card,COUPON-A-0,7.09,AUD
669,2024-01-23T05:33:12,2024-01-23,837,147,Online,PayPal,COUPON-9A-,18.67,AUD
767,2024-01-23T22:10:42,2024-01-23,828,97,Online,Afterpay,COUPONZ999,6.57,AUD
899,2024-01-23T17:43:53,2024-01-23,873,92,Retail,Afterpay,COUPONZZA9,13.22,AUD
1106,2024-01-23T14:24:57,2024-01-23,887,83,Online,PayPal,COUPON9Z9Z,15.0,AUD
1151,2024-01-23T11:04:08,2024-01-23,875,72,Online,Credit Card,COUPON9A9-,1.71,AUD
1159,2024-01-23T14:18:39,2024-01-23,861,60,Online,Afterpay,COUPON--ZA,4.85,AUD
1162,2024-01-23T10:38:07,2024-01-23,888,56,Online,Credit Card,COUPONA9Z-,4.82,AUD
1306,2024-01-23T21:29:36,2024-01-23,871,68,Online,Credit Card,COUPONZ--9,0.32,AUD
1359,2024-01-23T21:21:31,2024-01-23,876,114,Retail,PayPal,COUPON0Z-9,3.47,AUD
1423,2024-01-23T18:27:49,2024-01-23,809,133,Online,Credit Card,COUPON-ZZ-,3.17,AUD
1569,2024-01-23T00:34:32,2024-01-23,897,145,Retail,Afterpay,COUPONZ999,5.71,AUD
1574,2024-01-23T08:21:41,2024-01-23,880,92,Online,Afterpay,COUPON-0Z-,1.03,AUD
1658,2024-01-23T17:18:08,2024-01-23,885,103,Retail,Credit Card,COUPON99Z0,14.1,AUD
1782,2024-01-23T15:44:08,2024-01-23,873,141,Retail,Credit Card,COUPONZ-AZ,15.16,AUD
1816,2024-01-23T20:08:33,2024-01-23,897,79,Online,PayPal,COUPON-AAZ,11.72,AUD
1819,2024-01-23T06:00:49,2024-01-23,843,146,Online,PayPal,COUPON-0-A,15.95,AUD
1891,2024-01-23T09:17:51,2024-01-23,891,134,Retail,Credit Card,COUPON0Z-A,2.6,AUD
1919,2024-01-23T16:16:28,2024-01-23,832,114,Retail,Credit Card,COUPONAA--,18.78,AUD
1930,2024-01-23T10:22:18,2024-01-23,800,54,Retail,Credit Card,COUPONAZA9,1.17,AUD
1946,2024-01-23T05:27:45,2024-01-23,883,149,Retail,Credit Card,COUPON00-Z,19.69,AUD
