order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
38,2024-01-02T19:13:20,2024-01-02,830,120,Online,PayPal,COUPON-9-A,11.16,AUD
152,2024-01-02T01:33:44,2024-01-02,839,86,Online,Afterpay,COUPON-ZA0,8.66,AUD
366,2024-01-02T13:58:42,2024-01-02,824,127,Online,PayPal,COUPON-Z0-,12.82,AUD
423,2024-01-02T06:38:58,2024-01-02,871,85,Online,Afterpay,COUPON9A--,9.03,AUD
449,2024-01-02T21:24:08,2024-01-02,832,52,Online,Afterpay,COUPONA-ZZ,6.23,AUD
460,2024-01-02T05:01:10,2024-01-02,896,100,Online,Credit Card,COUPONZA-Z,14.8,AUD
462,2024-01-02T13:30:23,2024-01-02,806,67,Online,Afterpay,COUPON99A9,10.62,AUD
463,2024-01-02T07:52:38,2024-01-02,876,56,Online,Afterpay,COUPON9A--,2.37,AUD
492,2024-01-02T10:16:14,2024-01-02,877,140,Retail,Afterpay,COUPON-Z00,4.15,AUD
786,2024-01-02T22:18:26,2024-01-02,874,87,Online,Credit Card,COUPON---Z,6.18,AUD
853,2024-01-02T10:10:27,2024-01-02,862,126,Online,PayPal,COUPONA--0,13.31,AUD
869,2024-01-02T07:25:36,2024-01-02,826,89,Retail,Afterpay,COUPONZ09-,0.1,AUD
1042,2024-01-02T08:52:37,2024-01-02,819,79,Online,Afterpay,COUPON99--,13.33,AUD
1312,2024-01-02T10:53:58,2024-01-02,893,150,Retail,PayPal,COUPON9--0,12.88,AUD
1349,2024-01-02T08:18:04,2024-01-02,833,117,Online,PayPal,COUPONZ9Z0,9.25,AUD
1586,2024-01-02T08:33:24,2024-01-02,807,133,Online,PayPal,COUPON-A-Z,6.28,AUD
1747,2024-01-02T03:17:58,2024-01-02,900,88,Online,PayPal,COUPON-09Z,2.44,AUD
1789,2024-01-02T16:46:53,2024-01-02,810,59,Online,Afterpay,COUPON0-9-,18.5,AUD
1848,2024-01-02T18:58:34,2024-01-02,803,92,Retail,Afterpay,COUPON-ZA-,10.84,AUD
1942,2024-01-02T10:41:31,2024-01-02,806,73,Retail,PayPal,COUPON9--9,13.77,AUD
1945,2024-01-02T19:02:30,2024-01-02,886,66,Retail,PayPal,COUPONAA9Z,15.33,AUD
1953,2024-01-02T21:28:50,2024-01-02,865,65,Retail,PayPal,COUPONA---,19.39,AUD
2054,2024-01-02T20:32:01,2024-01-02,823,57,Online,Credit Card,COUPON-Z90,14.59,AUD
2078,2024-01-02T16:21:32,2024-01-02,821,111,Retail,Afterpay,COUPON-999,9.4,AUD
2255,2024-01-02T11:08:44,2024-01-02,889,74,Online,PayPal,COUPONA9A0,10.14,AUD
2497,2024-01-02T00:59:29,2024-01-02,813,75,Retail,Credit Card,COUPON--9-,8.95,AUD
2540,2024-01-02T17:57:20,2024-01-02,801,116,Online,Afterpay,COUPONZ--A,17.82,AUD
2586,2024-01-02T08:31:58,2024-01-02,900,90,Retail,Afterpay,COUPON----,12.68,AUD
2975,2024-01-02T05:22:47,2024-01-02,864,52,Retail,Credit Card,COUPONZ9A0,9.2,AUD
2982,2024-01-02T15:42:22,2024-01-02,827,103,Online,Credit Card,COUPON-0A-,13.02,AUD
3018,2024-01-02T22:31:27,2024-01-02,801,113,Retail,Credit Card,COUPON909A,11.48,AUD
3029,2024-01-02T11:26:30,2024-01-02,812,84,Online,Afterpay,COUPON0AZA,13.98,AUD
3255,2024-01-02T17:53:35,2024-01-02,880,61,Online,Credit Card,COUPON----,9.45,AUD
3275,2024-01-02T18:25:55,2024-01-02,866,122,Online,Afterpay,COUPONA--9,7.38,AUD
3306,2024-01-02T08:45:37,2024-01-02,814,149,Online,PayPal,COUPON0-0A,9.62,AUD
3323,2024-01-02T22:24:37,2024-01-02,888,125,Online,Credit Card,COUPON0900,14.51,AUD
3338,2024-01-02T16:06:27,2024-01-02,831,130,Online,Afterpay,COUPONAZ9Z,6.07,AUD
3449,2024-01-02T14:20:17,2024-01-02,855,106,Online,PayPal,COUPON-090,4.15,AUD
3468,2024-01-02T13:49:52,2024-01-02,833,137,Online,Afterpay,COUPON-Z-9,12.92,AUD
3502,2024-01-02T15:08:30,2024-01-02,827,143,Retail,PayPal,COUPONA09A,5.91,AUD
3583,2024-01-02T19:18:56,2024-01-02,876,113,Retail,PayPal,COUPON990-,19.62,AUD
3659,2024-01-02T09:49:52,2024-01-02,822,78,Retail,Afterpay,COUPONZ9-Z,12.6,AUD
3671,2024-01-02T10:19:55,2024-01-02,839,53,Online,Credit Card,COUPON00Z-,3.16,AUD
4006,2024-01-02T13:43:35,2024-01-02,845,117,Retail,PayPal,COUPONZ---,17.08,AUD
4196,2024-01-02T17:00:02,2024-01-02,884,122,Retail,PayPal,COUPONA-0A,17.8,AUD
4446,2024-01-02T12:58:15,2024-01-02,833,117,Retail,PayPal,COUPON-A-A,0.74,AUD
4537,2024-01-02T06:32:07,2024-01-02,884,51,Online,Credit Card,COUPON9Z90,8.47,AUD
4594,2024-01-02T19:17:34,2024-01-02,826,57,Online,Credit Card,COUPON9Z9-,7.43,AUD
4613,2024-01-02T06:44:38,2024-01-02,829,133,Online,PayPal,COUPON0A99,1.1,AUD
4681,2024-01-02T22:35:17,2024-01-02,867,57,Retail,PayPal,COUPON-0--,6.39,AUD
4732,2024-01-02T20:55:35,2024-01-02,900,124,Online,PayPal,COUPON0--Z,7.04,AUD
4739,2024-01-02T01:16:25,2024-01-02,895,126,Retail,PayPal,COUPON--Z9,7.64,AUD
4843,2024-01-02T17:36:07,2024-01-02,810,139,Online,Afterpay,COUPON0A-A,6.08,AUD
4958,2024-01-02T22:57:51,2024-01-02,829,58,Online,Credit Card,COUPONZ-ZZ,2.87,AUD
4981,2024-01-02T18:57:08,2024-01-02,838,132,Retail,Credit Card,COUPON-0-Z,17.79,AUD
5108,2024-01-02T06:03:46,2024-01-02,809,80,Retail,Afterpay,COUPONAZ-0,12.86,AUD
5266,2024-01-02T12:37:37,2024-01-02,811,145,Online,Credit Card,COUPONAZZZ,12.07,AUD
5408,2024-01-02T23:23:29,2024-01-02,804,52,Online,PayPal,COUPONZ0ZZ,7.11,AUD
5548,2024-01-02T17:27:36,2024-01-02,815,88,Retail,Afterpay,COUPON-0A-,14.17,AUD
5723,2024-01-02T21:48:16,2024-01-02,809,91,Online,Afterpay,COUPONZ--A,5.12,AUD
5992,2024-01-02T14:32:25,2024-01-02,813,139,Retail,Afterpay,COUPON0A-9,6.7,AUD
6022,2024-01-02T07:20:27,2024-01-02,813,103,Online,Afterpay,COUPON90A-,12.11,AUD
6057,2024-01-02T13:52:23,2024-01-02,822,66,Online,PayPal,COUPON0-Z0,13.7,AUD
6082,2024-01-02T01:53:42,2024-01-02,813,120,Online,Afterpay,COUPONZ09Z,17.16,AUD
6106,2024-01-02T10:54:36,2024-01-02,838,82,Online,Afterpay,COUPONZZ-0,16.42,AUD
6131,2024-01-02T21:59:00,2024-01-02,808,125,Retail,Afterpay,COUPONZ000,2.25,AUD
6152,2024-01-02T05:36:17,2024-01-02,892,64,Online,Credit Card,COUPON---A,5.86,AUD
6353,2024-01-02T08:13:46,2024-01-02,806,121,Online,Afterpay,COUPONZ9Z9,16.06,AUD
6545,2024-01-02T13:39:37,2024-01-02,858,74,Online,Afterpay,COUPONZZ--,19.54,AUD
