order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
20,2024-02-15T16:56:56,2024-02-15,864,54,Online,Credit Card,COUPONZ-Z9,3.39,AUD
268,2024-02-15T14:44:13,2024-02-15,899,61,Retail,PayPal,COUPONZZ00,13.77,AUD
325,2024-02-15T08:45:54,2024-02-15,875,72,Online,PayPal,COUPONA0-0,7.65,AUD
411,2024-02-15T18:43:05,2024-02-15,825,135,Retail,Afterpay,COUPON--Z-,17.45,AUD
465,2024-02-15T16:20:03,2024-02-15,822,145,Online,PayPal,COUPON--0Z,2.07,AUD
688,2024-02-15T15:41:46,2024-02-15,805,94,Retail,Afterpay,COUPONZ-Z0,12.15,AUD
857,2024-02-15T15:26:53,2024-02-15,870,129,Online,Credit Card,COUPONAA--,6.41,AUD
885,2024-02-15T11:31:06,2024-02-15,814,77,Online,Afterpay,COUPON0--A,15.39,AUD
907,2024-02-15T14:45:34,2024-02-15,884,112,Retail,Afterpay,COUPONA-A9,19.87,AUD
1029,2024-02-15T22:52:40,2024-02-15,894,80,Retail,PayPal,COUPON9ZAZ,17.07,AUD
1061,2024-02-15T21:53:38,2024-02-15,889,149,Online,Credit Card,COUPON-A-Z,7.37,AUD
1408,2024-02-15T17:02:34,2024-02-15,814,138,Online,PayPal,COUPON009A,7.3,AUD
1430,2024-02-15T16:02:12,2024-02-15,852,94,Retail,Credit Card,COUPON0-9-,10.16,AUD
1441,2024-02-15T18:50:27,2024-02-15,864,104,Retail,Afterpay,COUPONA--Z,2.49,AUD
1448,2024-02-15T21:53:15,2024-02-15,838,145,Retail,Credit Card,COUPON-9Z-,11.56,AUD
1672,2024-02-15T10:02:59,2024-02-15,899,135,Retail,Credit Card,COUPONZ-0A,11.27,AUD
1807,2024-02-15T17:50:39,2024-02-15,805,121,Retail,Credit Card,COUPONZ0-9,8.03,AUD
2001,2024-02-15T22:50:17,2024-02-15,811,124,Online,Credit Card,COUPON9ZA-,9.42,AUD
2064,2024-02-15T08:57:36,2024-02-15,849,91,Online,Credit Card,COUPON0Z-0,5.78,AUD
2086,2024-02-15T18:56:50,2024-02-15,857,92,Online,Credit Card,COUPON-9A-,15.89,AUD
2211,2024-02-15T14:56:42,2024-02-15,822,133,Retail,PayPal,COUPON9-00,19.57,AUD
2286,2024-02-15T18:50:56,2024-02-15,829,84,Retail,Afterpay,COUPON-ZA-,19.45,AUD
2310,2024-02-15T17:58:17,2024-02-15,833,75,Online,Credit Card,COUPONAAZZ,2.05,AUD
2423,2024-02-15T02:15:01,2024-02-15,878,95,Online,PayPal,COUPON99-A,3.93,AUD
2431,2024-02-15T09:11:26,2024-02-15,839,142,Retail,Credit Card,COUPON0Z-0,11.6,AUD
2486,2024-02-15T20:38:49,2024-02-15,865,138,Online,Afterpay,COUPON9A-9,5.37,AUD
2501,2024-02-15T10:43:52,2024-02-15,859,68,Retail,Afterpay,COUPONZZA0,17.99,AUD
2597,2024-02-15T14:31:34,2024-02-15,811,75,Retail,Afterpay,COUPON-90-,17.9,AUD
2719,2024-02-15T04:31:42,2024-02-15,886,128,Online,Afterpay,COUPON-0A-,0.95,AUD
2772,2024-02-15T15:57:06,2024-02-15,858,90,Online,Afterpay,COUPON--Z9,4.8,AUD
2885,2024-02-15T08:35:05,2024-02-15,816,145,Online,Credit Card,COUPON9---,0.85,AUD
2953,2024-02-15T23:04:17,2024-02-15,802,148,Retail,PayPal,COUPONZ-A9,14.37,AUD
3024,2024-02-15T16:50:40,2024-02-15,860,101,Online,PayPal,COUPON--Z-,6.24,AUD
3117,2024-02-15T04:49:46,2024-02-15,807,55,Online,PayPal,COUPON-AA-,4.91,AUD
3161,2024-02-15T05:15:09,2024-02-15,810,55,Retail,Credit Card,COUPON-ZZ0,10.53,AUD
3182,2024-02-15T13:14:45,2024-02-15,812,55,Online,PayPal,COUPON-9-A,18.62,AUD
3212,2024-02-15T08:12:55,2024-02-15,844,62,Retail,Credit Card,COUPON0-ZZ,10.27,AUD
3293,2024-02-15T12:28:58,2024-02-15,870,91,Online,Afterpay,COUPON-ZA-,3.61,AUD
3361,2024-02-15T08:31:20,2024-02-15,869,89,Retail,Credit Card,COUPON90--,14.11,AUD
3466,2024-02-15T13:05:04,2024-02-15,893,77,Retail,Afterpay,COUPON-ZA-,17.18,AUD
