sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-01-31T03:12:33,22,SHELF--0--,32.0,52.5,3613
2025-01-06T02:38:28,22,SHELF-A-9A,35.36,28.32,4166
2025-01-07T09:54:46,22,SHELF-0-9-,29.07,72.69,3322
2025-01-15T15:19:41,22,SHELF-A--0,13.47,62.45,4107
2025-01-21T20:36:53,22,SHELF-Z00-,1.5,78.41,3432
2025-01-07T11:24:18,22,SHELF-0--A,34.93,68.35,3896
2025-01-02T10:54:02,22,SHELF---9-,25.25,75.47,3563
2025-01-09T20:42:42,22,SHELF-A99-,10.27,35.2,3792
2025-01-23T11:15:06,22,SHELF---99,2.64,40.43,3512
2025-01-15T05:32:52,22,SHELF-0--A,2.18,34.51,4115
2025-01-08T02:32:45,22,SHELF-----,37.66,60.72,4015
2025-01-26T22:54:33,22,SHELF-Z0--,5.82,49.42,3084
2025-01-20T04:32:44,22,SHELF-A9Z0,10.55,44.3,4114
2025-01-05T13:35:33,22,SHELF--A9A,3.26,40.2,3668
2025-01-24T18:24:01,22,SHELF-----,2.39,23.88,3610
2025-01-06T23:15:31,22,SHELF--0ZZ,34.64,36.84,3292
2025-01-12T23:10:47,22,SHELF-A---,17.24,36.57,4104
2025-01-23T02:44:37,22,SHELF-0090,30.78,27.69,3664
2025-01-04T12:53:27,22,SHELF-9---,1.0,30.48,3049
2025-01-23T08:16:47,22,SHELF-A-0-,18.62,52.58,3385
2025-01-16T15:31:01,22,SHELF-0Z-A,36.24,39.48,3282
2025-01-03T13:14:25,22,SHELF--0ZZ,11.01,64.21,3736
2025-01-20T20:56:39,22,SHELF-AZ9Z,16.99,43.45,4097
2025-01-17T19:44:02,22,SHELF---9-,6.25,49.31,3477
2025-01-31T12:29:09,22,SHELF-Z990,34.27,64.67,3606
2025-01-03T12:35:39,22,SHELF-A9A-,17.22,54.99,3163
2025-01-02T11:08:39,22,SHELF-0AA-,23.78,59.95,3216
2025-01-21T05:15:18,22,SHELF-A-9A,38.92,46.11,3654
2025-01-05T21:14:43,22,SHELF-90--,6.29,54.78,4109
2025-01-20T06:14:48,22,SHELF-Z-9Z,3.33,33.55,3725
2025-01-09T15:29:58,22,SHELF-Z09-,1.75,22.37,3952
2025-01-04T14:14:08,22,SHELF--0ZZ,22.76,53.14,3242
2025-01-17T19:50:25,22,SHELF--0--,11.97,65.25,3136
2025-01-26T01:01:54,22,SHELF-90--,34.07,56.51,3351
2025-01-29T15:22:27,22,SHELF-9--9,37.64,25.87,3097
2025-01-09T13:22:03,22,SHELF---99,39.22,75.54,4121
2025-01-12T11:57:24,22,SHELF--A--,15.74,40.33,3096
2025-01-04T18:24:59,22,SHELF-A-ZA,30.14,72.22,3936
2025-01-30T17:20:50,22,SHELF-9-9A,14.31,68.25,4124
2025-01-03T22:31:09,22,SHELF--9-0,32.38,40.07,3740
2025-01-15T12:05:52,22,SHELF-0--A,14.68,59.33,3179
2025-01-15T11:28:57,22,SHELF-A00Z,0.14,62.69,3261
2025-01-02T11:41:00,22,SHELF-Z-A-,6.82,72.09,3121
2025-01-20T05:15:33,22,SHELF--9Z-,21.3,63.57,3490
2025-01-22T09:14:54,22,SHELF-Z0--,7.18,36.54,3149
2025-01-03T10:41:06,22,SHELF-99-Z,15.63,78.81,3776
2025-01-30T16:17:50,22,SHELF-A--0,32.39,51.85,3474
2025-01-18T14:12:48,22,SHELF--A--,7.88,60.47,3371
2025-01-05T19:00:58,22,SHELF-00--,13.61,76.71,3304
2025-01-28T03:37:50,22,SHELF--9-A,4.96,20.11,4123
2025-01-15T01:20:20,22,SHELF-99--,4.25,69.04,4152
2025-01-16T04:51:39,22,SHELF-A9AA,38.18,49.48,3016
2025-01-14T22:06:09,22,SHELF-A--0,25.45,35.85,3689
2025-01-29T09:27:19,22,SHELF-0090,33.77,61.75,3795
2025-01-20T17:06:03,22,SHELF-00-A,31.63,79.87,4167
2025-01-19T19:36:50,22,SHELF-9A-Z,25.38,31.58,3948
2025-01-19T11:49:28,22,SHELF--0ZZ,21.38,78.94,3967
2025-01-21T21:10:34,22,SHELF-A--9,32.67,69.78,3933
2025-01-07T17:02:18,22,SHELF--A--,29.06,40.61,3356
2025-01-28T06:53:29,22,SHELF--9--,22.82,71.24,3862
2025-01-09T00:16:25,22,SHELF-Z-A-,10.94,74.11,4044
2025-01-28T19:11:47,22,SHELF----A,20.51,24.73,4040
2025-01-07T03:13:18,22,SHELF--9--,2.72,31.78,3304
2025-01-10T03:04:33,22,SHELF--A9A,20.23,26.34,3837
2025-01-28T06:44:35,22,SHELF-A9-Z,16.58,36.5,3657
2025-01-22T17:49:39,22,SHELF--ZZ-,36.67,37.33,3105
2025-01-22T21:24:03,22,SHELF-Z-90,36.69,39.48,3332
2025-01-04T15:57:14,22,SHELF--ZA0,2.65,41.93,4101
2025-01-14T22:07:25,22,SHELF-99Z-,9.02,57.49,3334
2025-01-06T14:09:50,22,SHELF--A--,27.92,68.25,3362
2025-01-05T15:00:01,22,SHELF---99,1.41,75.85,3174
2025-01-29T20:04:58,22,SHELF-99--,21.48,45.78,3715
2025-01-07T09:55:17,22,SHELF-00-0,24.36,67.58,3661
2025-01-10T05:06:37,22,SHELF--A9A,33.8,77.31,3337
2025-01-10T15:10:22,22,SHELF-00--,13.15,51.9,3225
2025-01-31T06:02:25,22,SHELF-----,39.35,70.15,3130
2025-01-29T11:27:20,22,SHELF-A--0,6.94,60.73,3541
2025-01-09T20:57:40,22,SHELF----A,30.34,51.33,3040
2025-01-06T18:52:04,22,SHELF-----,15.7,41.55,4068
2025-01-08T14:18:51,22,SHELF-00-0,3.33,43.0,3759
2025-01-21T01:50:53,22,SHELF--0--,31.29,25.05,4103
2025-01-08T10:38:57,22,SHELF--0-9,30.7,56.53,3735
2025-01-24T18:29:20,22,SHELF-A-9A,39.52,50.37,3481
2025-01-25T21:18:46,22,SHELF-9A-Z,37.56,53.39,4095
2025-01-03T20:36:42,22,SHELF-A-A9,21.88,26.95,3515
2025-01-12T08:42:04,22,SHELF-9-Z-,23.93,78.41,3777
2025-01-18T11:55:41,22,SHELF-A--0,29.36,73.37,3833
2025-01-17T09:49:02,22,SHELF-90--,17.69,2.74,3324
2025-01-12T21:36:44,22,SHELF-A-9Z,6.33,26.3,3834
2025-01-03T11:28:40,22,SHELF-9ZZZ,4.06,24.23,3695
2025-01-12T14:24:30,22,SHELF-090Z,22.0,44.56,3531
2025-01-10T04:05:38,22,SHELF--0-9,36.36,32.97,3905
2025-01-25T19:10:36,22,SHELF-9---,12.3,56.52,3884
2025-01-25T01:53:25,22,SHELF-0--0,32.32,47.7,3777
2025-01-22T13:39:28,22,SHELF-A---,3.09,45.57,3494
2025-01-11T09:43:52,22,SHELF-090Z,30.81,78.03,3831
2025-01-25T04:41:38,22,SHELF-Z-A-,1.5,60.53,3139
2025-01-02T16:19:26,22,SHELF-0A0-,0.21,53.3,3721
2025-01-27T21:00:05,22,SHELF-9-Z-,8.43,72.2,3529
2025-01-02T20:28:36,22,SHELF---00,9.89,45.94,3880
2025-01-22T05:54:58,22,SHELF-0090,20.89,24.84,3104
2025-01-13T02:58:40,22,SHELF----A,11.21,24.91,3420
2025-01-12T15:10:52,22,SHELF-A--0,28.71,37.05,3046
2025-01-02T16:04:50,22,SHELF-99-Z,9.44,71.84,4156
2025-01-02T07:23:51,22,SHELF-A99-,35.42,60.09,4098
2025-01-22T14:17:14,22,SHELF-ZZA9,19.11,44.74,3762
2025-01-08T07:38:58,22,SHELF---99,10.43,69.86,3629
2025-01-27T15:09:37,22,SHELF-A9A-,9.06,23.94,3969
2025-01-09T19:35:01,22,SHELF--0--,19.74,26.13,3661
2025-01-16T22:32:31,22,SHELF-0A0-,23.5,70.0,4043
2025-01-28T07:12:01,22,SHELF-990-,32.08,77.73,4055
2025-01-09T04:38:07,22,SHELF-9---,39.29,30.41,3113
2025-01-18T08:47:25,22,SHELF-A--0,29.24,62.29,4181
2025-01-26T01:46:33,22,SHELF----A,17.54,37.76,3659
2025-01-05T23:15:18,22,SHELF-Z09-,38.2,29.9,4177
2025-01-17T06:11:38,22,SHELF--9-9,11.9,78.9,3295
2025-01-31T13:14:05,22,SHELF--0--,22.08,70.27,4183
2025-01-20T04:30:49,22,SHELF-9-Z-,10.53,25.86,3876
2025-01-20T18:36:36,22,SHELF--A99,13.97,69.64,3465
2025-01-28T20:11:13,22,SHELF-0AA-,24.82,50.44,3578
2025-01-17T10:39:13,22,SHELF--9AA,11.22,76.97,3622
2025-01-07T17:23:36,22,SHELF-A9-Z,17.54,44.61,3862
