sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-01-24T19:49:49,10,SHELF-A--9,24.94,42.93,3225
2025-01-01T14:18:51,10,SHELF-A-9A,21.43,59.93,3074
2025-01-18T17:47:26,10,SHELF--A99,34.85,37.81,4015
2025-01-16T14:14:09,10,SHELF-Z00-,9.05,43.61,3957
2025-01-26T09:56:03,10,SHELF--AZ-,31.93,32.08,3855
2025-01-27T17:16:48,10,SHELF---A-,13.53,71.18,3853
2025-01-19T13:15:17,10,SHELF-99-Z,38.87,21.48,3893
2025-01-23T15:56:10,10,SHELF-00--,33.74,52.35,3116
2025-01-24T07:13:32,10,SHELF-A00Z,7.96,28.42,3824
2025-01-17T02:24:23,10,SHELF--ZA0,29.6,78.23,3155
2025-01-10T05:39:49,10,SHELF-----,35.34,47.77,3136
2025-01-27T23:47:30,10,SHELF-ZZA9,23.77,76.37,3133
2025-01-29T08:03:34,10,SHELF-9ZZZ,33.98,63.17,4169
2025-01-06T16:34:05,10,SHELF-90--,1.99,37.69,3102
2025-01-18T17:09:08,10,SHELF-90ZA,3.62,45.7,4133
2025-01-02T13:32:55,10,SHELF-Z-9Z,27.34,59.13,4065
2025-01-20T01:53:40,10,SHELF--00-,16.32,72.76,3356
2025-01-19T19:36:39,10,SHELF--0-9,35.73,64.28,4098
2025-01-18T21:46:50,10,SHELF-99Z-,29.38,66.77,3405
2025-01-08T16:32:04,10,SHELF-Z-AZ,39.46,78.95,3562
2025-01-15T14:48:49,10,SHELF--ZA0,31.57,47.1,3528
2025-01-07T16:32:16,10,SHELF--0--,19.41,30.31,3110
2025-01-14T00:33:40,10,SHELF-0-ZZ,5.5,40.45,3825
2025-01-01T20:09:42,10,SHELF-99--,7.34,51.53,3807
2025-01-04T20:23:06,10,SHELF--00-,11.75,25.28,3174
2025-01-05T12:29:19,10,SHELF-99--,25.5,62.8,3555
2025-01-02T22:45:40,10,SHELF-Z-9Z,1.17,43.93,3530
2025-01-18T20:06:15,10,SHELF-A--9,12.07,61.95,3030
2025-01-11T20:42:13,10,SHELF-99--,39.94,53.76,3237
2025-01-14T02:49:43,10,SHELF-A9AA,36.7,38.68,4143
2025-01-19T04:17:05,10,SHELF--ZA0,25.83,63.25,4105
2025-01-06T04:42:15,10,SHELF-A90-,37.36,20.34,3557
2025-01-30T07:35:06,10,SHELF-Z09-,23.21,56.81,3802
2025-01-23T10:13:48,10,SHELF-99Z-,2.08,22.61,3647
2025-01-13T14:39:36,10,SHELF-Z990,19.42,26.06,4198
2025-01-18T03:15:57,10,SHELF---9-,19.02,36.74,4096
2025-01-08T14:41:37,10,SHELF-Z09-,7.66,36.7,4007
2025-01-26T16:31:13,10,SHELF-99--,17.89,76.63,4077
2025-01-24T19:43:21,10,SHELF-Z-9Z,9.24,49.14,3290
2025-01-28T22:34:15,10,SHELF-A-9Z,2.8,72.94,3631
2025-01-09T16:07:46,10,SHELF-A99-,3.05,24.57,3576
2025-01-30T05:36:26,10,SHELF-A---,3.36,68.58,3817
2025-01-25T14:50:39,10,SHELF-----,29.3,63.94,4173
2025-01-17T05:58:23,10,SHELF--0-9,17.36,68.12,3259
2025-01-19T23:21:49,10,SHELF-9A9A,14.76,53.33,4079
