order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
125,2024-01-24T06:02:09,2024-01-24,852,122,Online,Afterpay,COUPON000A,2.58,AUD
259,2024-01-24T18:17:04,2024-01-24,855,92,Retail,Afterpay,COUPON99ZA,13.83,AUD
329,2024-01-24T12:23:51,2024-01-24,848,141,Online,Afterpay,COUPON9-0A,13.54,AUD
455,2024-01-24T10:45:34,2024-01-24,865,79,Online,Credit Card,COUPON-09-,12.02,AUD
479,2024-01-24T08:32:41,2024-01-24,855,90,Online,PayPal,COUPONA9-A,18.04,AUD
521,2024-01-24T20:54:28,2024-01-24,890,73,Retail,PayPal,COUPONAZZZ,8.46,AUD
700,2024-01-24T07:55:09,2024-01-24,874,66,Online,PayPal,COUPON9Z0Z,10.54,AUD
740,2024-01-24T11:23:48,2024-01-24,823,128,Retail,PayPal,COUPON-ZZ9,15.23,AUD
771,2024-01-24T04:14:01,2024-01-24,899,76,Retail,Credit Card,COUPON-A0-,7.58,AUD
921,2024-01-24T15:55:39,2024-01-24,822,100,Retail,Afterpay,COUPON-A--,19.83,AUD
1092,2024-01-24T06:45:53,2024-01-24,890,122,Online,Afterpay,COUPON0900,17.36,AUD
1111,2024-01-24T12:24:56,2024-01-24,890,139,Retail,Afterpay,COUPON--99,3.39,AUD
1143,2024-01-24T10:59:29,2024-01-24,842,91,Retail,PayPal,COUPON--AA,8.32,AUD
1166,2024-01-24T23:41:30,2024-01-24,829,95,Online,PayPal,COUPONA---,15.47,AUD
1257,2024-01-24T02:53:18,2024-01-24,845,111,Retail,Afterpay,COUPONZZA9,9.8,AUD
1266,2024-01-24T02:34:14,2024-01-24,862,96,Online,Credit Card,COUPON-0--,5.75,AUD
1320,2024-01-24T01:07:53,2024-01-24,800,130,Retail,Credit Card,COUPONZ--A,4.81,AUD
1469,2024-01-24T12:41:20,2024-01-24,830,137,Retail,Afterpay,COUPON9ZA-,5.01,AUD
1567,2024-01-24T16:36:07,2024-01-24,858,82,Online,PayPal,COUPONAAZ-,8.92,AUD
1632,2024-01-24T02:21:36,2024-01-24,899,66,Retail,Afterpay,COUPON--0-,2.14,AUD
1731,2024-01-24T08:18:23,2024-01-24,821,54,Online,Afterpay,COUPONZ--9,9.68,AUD
2023,2024-01-24T07:47:38,2024-01-24,857,119,Retail,Afterpay,COUPONA009,19.5,AUD
2059,2024-01-24T14:47:38,2024-01-24,852,143,Online,PayPal,COUPONA0-0,14.7,AUD
2178,2024-01-24T23:38:58,2024-01-24,895,98,Retail,Credit Card,COUPON0ZZA,4.91,AUD
2637,2024-01-24T08:52:15,2024-01-24,862,142,Retail,Credit Card,COUPON-Z-9,4.35,AUD
2820,2024-01-24T13:09:47,2024-01-24,892,93,Retail,Credit Card,COUPONZA0A,6.9,AUD
2972,2024-01-24T05:06:28,2024-01-24,882,115,Retail,PayPal,COUPONAA--,18.33,AUD
3005,2024-01-24T15:16:27,2024-01-24,800,60,Online,PayPal,COUPON-0Z0,19.95,AUD
3076,2024-01-24T06:11:27,2024-01-24,815,66,Online,Afterpay,COUPON-0-A,10.95,AUD
3138,2024-01-24T03:02:24,2024-01-24,860,131,Online,PayPal,COUPONZ0ZZ,19.88,AUD
3201,2024-01-24T16:17:06,2024-01-24,857,83,Online,Afterpay,COUPON--A-,7.91,AUD
3378,2024-01-24T11:39:08,2024-01-24,850,71,Online,Credit Card,COUPONZ0A0,11.99,AUD
3771,2024-01-24T19:10:50,2024-01-24,826,113,Online,Afterpay,COUPON9Z00,15.4,AUD
3796,2024-01-24T04:30:22,2024-01-24,830,83,Online,Credit Card,COUPON0AA-,4.79,AUD
3871,2024-01-24T23:04:44,2024-01-24,899,137,Online,Credit Card,COUPON0Z9Z,1.04,AUD
3914,2024-01-24T18:50:25,2024-01-24,866,92,Retail,Afterpay,COUPONA--Z,19.53,AUD
3965,2024-01-24T05:50:05,2024-01-24,853,55,Online,Afterpay,COUPONZ---,0.26,AUD
4181,2024-01-24T22:45:48,2024-01-24,828,71,Online,Afterpay,COUPON0009,16.8,AUD
4364,2024-01-24T19:34:21,2024-01-24,881,87,Online,PayPal,COUPON-9--,7.52,AUD
4426,2024-01-24T04:40:26,2024-01-24,851,128,Online,Afterpay,COUPON-90-,2.61,AUD
4580,2024-01-24T09:47:06,2024-01-24,817,91,Retail,Afterpay,COUPON--Z-,5.2,AUD
4660,2024-01-24T06:06:18,2024-01-24,829,129,Online,Afterpay,COUPONZZ-9,9.76,AUD
4670,2024-01-24T04:05:38,2024-01-24,830,105,Online,Afterpay,COUPON0A-0,13.81,AUD
4780,2024-01-24T00:41:09,2024-01-24,865,131,Retail,PayPal,COUPON00AZ,7.11,AUD
4911,2024-01-24T14:00:10,2024-01-24,869,84,Retail,Afterpay,COUPONZ0-Z,0.72,AUD
4925,2024-01-24T09:40:11,2024-01-24,819,87,Online,PayPal,COUPONZ0--,8.1,AUD
4926,2024-01-24T00:51:45,2024-01-24,878,52,Retail,Credit Card,COUPONAA-Z,2.13,AUD
4949,2024-01-24T17:15:35,2024-01-24,888,90,Retail,Afterpay,COUPON09AA,1.18,AUD
5042,2024-01-24T06:07:43,2024-01-24,810,126,Retail,Credit Card,COUPONA990,5.08,AUD
5095,2024-01-24T16:18:31,2024-01-24,824,148,Online,Credit Card,COUPON--99,15.97,AUD
5111,2024-01-24T01:01:18,2024-01-24,863,104,Online,Afterpay,COUPON-ZA9,2.83,AUD
5392,2024-01-24T12:04:00,2024-01-24,879,127,Retail,Afterpay,COUPON-0--,9.84,AUD
5651,2024-01-24T05:11:43,2024-01-24,821,59,Retail,PayPal,COUPON09ZA,19.56,AUD
5920,2024-01-24T09:09:30,2024-01-24,882,136,Retail,Credit Card,COUPONA9Z-,17.08,AUD
5962,2024-01-24T05:23:15,2024-01-24,804,120,Online,Afterpay,COUPON9-90,13.48,AUD
5973,2024-01-24T16:53:37,2024-01-24,866,120,Retail,Afterpay,COUPON--ZZ,18.87,AUD
6028,2024-01-24T08:23:29,2024-01-24,811,79,Online,Credit Card,COUPONZ90-,17.34,AUD
6103,2024-01-24T08:31:15,2024-01-24,849,92,Retail,Afterpay,COUPON900-,14.51,AUD
6192,2024-01-24T18:18:04,2024-01-24,814,72,Retail,PayPal,COUPON-ZAZ,11.7,AUD
6280,2024-01-24T08:27:58,2024-01-24,860,104,Retail,PayPal,COUPONAZ0A,4.26,AUD
6287,2024-01-24T11:07:07,2024-01-24,872,86,Online,Credit Card,COUPONZ90Z,10.86,AUD
6302,2024-01-24T05:45:09,2024-01-24,834,120,Online,Credit Card,COUPON-9--,4.77,AUD
6627,2024-01-24T16:41:25,2024-01-24,827,59,Retail,Credit Card,COUPON9---,12.5,AUD
6791,2024-01-24T07:45:44,2024-01-24,811,91,Retail,Afterpay,COUPON9---,11.82,AUD
6884,2024-01-24T06:17:30,2024-01-24,801,147,Online,Afterpay,COUPON---Z,3.86,AUD
6933,2024-01-24T15:55:16,2024-01-24,854,132,Retail,Afterpay,COUPON9099,14.21,AUD
7003,2024-01-24T01:07:58,2024-01-24,823,95,Retail,Credit Card,COUPON-Z-0,19.7,AUD
7120,2024-01-24T10:18:13,2024-01-24,800,137,Retail,Afterpay,COUPONA--0,9.67,AUD
7124,2024-01-24T23:02:33,2024-01-24,853,143,Online,Afterpay,COUPON-AA-,8.78,AUD
7137,2024-01-24T05:23:07,2024-01-24,858,110,Online,Afterpay,COUPONZZ-A,0.85,AUD
7144,2024-01-24T12:58:01,2024-01-24,817,82,Retail,Credit Card,COUPON0-0-,7.64,AUD
7171,2024-01-24T17:47:07,2024-01-24,872,55,Retail,Credit Card,COUPONZ---,13.93,AUD
7251,2024-01-24T22:32:35,2024-01-24,874,130,Online,Afterpay,COUPONZZ0A,18.27,AUD
7467,2024-01-24T23:24:37,2024-01-24,807,103,Retail,Afterpay,COUPON--0A,11.55,AUD
7479,2024-01-24T07:58:30,2024-01-24,868,126,Online,PayPal,COUPON-090,13.95,AUD
7484,2024-01-24T08:58:03,2024-01-24,893,142,Online,Credit Card,COUPON9-90,0.87,AUD
7485,2024-01-24T07:30:31,2024-01-24,808,54,Online,Credit Card,COUPONA--9,13.62,AUD
7506,2024-01-24T17:22:08,2024-01-24,808,140,Online,Credit Card,COUPON0-Z-,12.53,AUD
7552,2024-01-24T20:55:44,2024-01-24,889,103,Online,PayPal,COUPON0--A,3.27,AUD
7622,2024-01-24T00:04:30,2024-01-24,831,70,Online,PayPal,COUPONZ0Z-,4.22,AUD
7667,2024-01-24T19:05:27,2024-01-24,880,143,Retail,Afterpay,COUPONZA-A,3.1,AUD
7710,2024-01-24T08:12:29,2024-01-24,844,101,Online,Afterpay,COUPONA90A,11.63,AUD
7767,2024-01-24T03:54:25,2024-01-24,877,59,Retail,PayPal,COUPON-9-0,15.39,AUD
7770,2024-01-24T16:41:43,2024-01-24,874,114,Retail,PayPal,COUPON009A,11.71,AUD
8292,2024-01-24T15:38:23,2024-01-24,876,94,Retail,PayPal,COUPON990Z,6.47,AUD
8378,2024-01-24T16:09:45,2024-01-24,880,56,Online,PayPal,COUPONAA9-,5.61,AUD
8446,2024-01-24T22:46:46,2024-01-24,889,147,Retail,Credit Card,COUPON-AZ-,1.43,AUD
8566,2024-01-24T06:13:26,2024-01-24,853,58,Online,Credit Card,COUPONZ-90,2.65,AUD
8568,2024-01-24T23:07:43,2024-01-24,878,148,Retail,Afterpay,COUPON9-0Z,9.34,AUD
8703,2024-01-24T09:34:54,2024-01-24,848,122,Online,PayPal,COUPON-90-,13.86,AUD
8929,2024-01-24T23:10:01,2024-01-24,885,63,Retail,Credit Card,COUPON-AA0,8.18,AUD
9313,2024-01-24T14:59:52,2024-01-24,898,143,Retail,Credit Card,COUPONZA09,7.59,AUD
9349,2024-01-24T18:04:02,2024-01-24,827,61,Retail,Credit Card,COUPONAZ-0,9.96,AUD
9367,2024-01-24T11:07:37,2024-01-24,854,68,Retail,Credit Card,COUPON--09,12.42,AUD
9550,2024-01-24T12:04:45,2024-01-24,815,106,Online,Credit Card,COUPON9Z0-,1.47,AUD
9680,2024-01-24T15:37:25,2024-01-24,847,128,Online,Afterpay,COUPON90AA,8.2,AUD
9729,2024-01-24T00:55:57,2024-01-24,880,65,Online,Credit Card,COUPONZ0A9,19.81,AUD
9751,2024-01-24T14:39:34,2024-01-24,844,66,Retail,PayPal,COUPON-ZAZ,7.96,AUD
9822,2024-01-24T08:41:48,2024-01-24,836,140,Online,PayPal,COUPONA-Z9,11.53,AUD
9828,2024-01-24T20:08:37,2024-01-24,875,81,Retail,Credit Card,COUPON0Z0A,14.34,AUD
9830,2024-01-24T12:34:09,2024-01-24,877,55,Retail,Credit Card,COUPON-Z9-,7.53,AUD
10055,2024-01-24T06:46:06,2024-01-24,507,42,Retail,Afterpay,COUPON-A--,9.92,AUD
10336,2024-01-24T12:47:47,2024-01-24,107,35,Retail,Afterpay,COUPONAA0-,17.88,AUD
10460,2024-01-24T06:49:57,2024-01-24,337,26,Retail,Credit Card,COUPON-90A,12.82,AUD
10467,2024-01-24T18:30:42,2024-01-24,19,35,Online,Afterpay,COUPON00ZA,6.87,AUD
10589,2024-01-24T19:17:09,2024-01-24,670,33,Retail,Afterpay,COUPON-AZ9,13.3,AUD
10658,2024-01-24T16:06:03,2024-01-24,507,41,Retail,Afterpay,COUPON-09-,8.78,AUD
10694,2024-01-24T00:12:47,2024-01-24,506,40,Online,Credit Card,COUPONAA0Z,18.84,AUD
10821,2024-01-24T18:57:45,2024-01-24,142,49,Retail,PayPal,COUPONA-Z9,3.04,AUD
10916,2024-01-24T08:37:52,2024-01-24,346,43,Online,Credit Card,COUPON-0-Z,13.33,AUD
10925,2024-01-24T23:10:30,2024-01-24,765,34,Online,Credit Card,COUPON9A0Z,1.19,AUD
11002,2024-01-24T01:52:19,2024-01-24,551,40,Online,PayPal,COUPON0Z-0,6.39,AUD
11012,2024-01-24T13:29:58,2024-01-24,241,10,Online,Credit Card,COUPONA90-,13.37,AUD
11053,2024-01-24T22:46:19,2024-01-24,156,49,Online,Afterpay,COUPON-AA0,0.68,AUD
11084,2024-01-24T23:21:59,2024-01-24,110,9,Retail,PayPal,COUPON90--,7.48,AUD
11130,2024-01-24T09:41:58,2024-01-24,385,24,Online,PayPal,COUPON0A90,3.73,AUD
11237,2024-01-24T22:30:05,2024-01-24,93,27,Online,Credit Card,COUPON99--,14.1,AUD
11272,2024-01-24T10:46:10,2024-01-24,152,15,Online,Afterpay,COUPON09-9,3.9,AUD
11379,2024-01-24T22:42:47,2024-01-24,16,14,Online,Credit Card,COUPON---Z,10.34,AUD
11389,2024-01-24T10:09:49,2024-01-24,422,44,Retail,Afterpay,COUPONZZ0A,4.96,AUD
11571,2024-01-24T04:20:37,2024-01-24,123,32,Online,PayPal,COUPON---A,1.11,AUD
11742,2024-01-24T17:31:38,2024-01-24,95,47,Online,PayPal,COUPONA--0,4.95,AUD
11758,2024-01-24T00:05:42,2024-01-24,613,19,Retail,Afterpay,COUPON9---,8.85,AUD
12097,2024-01-24T12:27:31,2024-01-24,474,35,Online,PayPal,COUPON9-Z0,19.23,AUD
12212,2024-01-24T09:23:41,2024-01-24,197,45,Online,PayPal,COUPONAZ-9,15.52,AUD
12273,2024-01-24T18:26:19,2024-01-24,126,33,Retail,Credit Card,COUPONZ-90,18.22,AUD
12280,2024-01-24T11:32:24,2024-01-24,719,43,Online,Afterpay,COUPON9Z-A,9.26,AUD
12434,2024-01-24T03:57:18,2024-01-24,52,19,Retail,PayPal,COUPON-9Z-,4.16,AUD
12482,2024-01-24T08:21:10,2024-01-24,625,47,Retail,Afterpay,COUPON---0,13.35,AUD
12549,2024-01-24T22:07:59,2024-01-24,647,49,Retail,Credit Card,COUPON9-A9,5.4,AUD
12562,2024-01-24T02:02:58,2024-01-24,209,35,Online,Credit Card,COUPONA909,16.78,AUD
12636,2024-01-24T00:08:26,2024-01-24,397,26,Retail,PayPal,COUPONA9-Z,18.66,AUD
12641,2024-01-24T23:44:04,2024-01-24,776,8,Retail,PayPal,COUPON9-Z-,4.29,AUD
12861,2024-01-24T09:03:22,2024-01-24,562,37,Online,PayPal,COUPON9-Z-,3.08,AUD
12911,2024-01-24T22:35:51,2024-01-24,564,11,Retail,Credit Card,COUPON-Z0-,8.3,AUD
12960,2024-01-24T10:31:55,2024-01-24,737,31,Retail,Credit Card,COUPONZ00-,6.58,AUD
13061,2024-01-24T21:32:08,2024-01-24,431,24,Retail,Credit Card,COUPON90ZA,15.4,AUD
13070,2024-01-24T09:06:08,2024-01-24,113,32,Retail,Afterpay,COUPON0-0-,13.62,AUD
13193,2024-01-24T01:14:20,2024-01-24,568,34,Retail,Afterpay,COUPONZ00Z,18.78,AUD
13217,2024-01-24T01:38:55,2024-01-24,773,19,Online,Afterpay,COUPONZZA-,2.46,AUD
13306,2024-01-24T06:34:10,2024-01-24,547,18,Retail,Afterpay,COUPON0Z00,17.09,AUD
13379,2024-01-24T00:17:50,2024-01-24,233,18,Online,Afterpay,COUPONA90-,19.44,AUD
13394,2024-01-24T16:40:59,2024-01-24,570,36,Retail,PayPal,COUPONZZ00,13.34,AUD
13410,2024-01-24T23:31:48,2024-01-24,585,11,Retail,PayPal,COUPON---A,13.32,AUD
13517,2024-01-24T18:08:20,2024-01-24,649,1,Online,Afterpay,COUPON-0--,0.79,AUD
13586,2024-01-24T08:00:37,2024-01-24,373,28,Online,Credit Card,COUPON-9ZZ,1.6,AUD
13842,2024-01-24T15:00:01,2024-01-24,44,4,Online,PayPal,COUPON-Z00,2.91,AUD
13924,2024-01-24T11:31:09,2024-01-24,464,36,Retail,Afterpay,COUPON-A--,11.32,AUD
14063,2024-01-24T10:52:06,2024-01-24,726,39,Online,Credit Card,COUPON-9Z9,17.74,AUD
14241,2024-01-24T11:02:47,2024-01-24,524,29,Online,Afterpay,COUPONZ--A,9.37,AUD
14458,2024-01-24T05:09:00,2024-01-24,143,24,Retail,Credit Card,COUPONZ---,11.65,AUD
14504,2024-01-24T06:33:47,2024-01-24,666,41,Online,Afterpay,COUPON0Z-9,18.93,AUD
14535,2024-01-24T06:26:41,2024-01-24,513,15,Online,PayPal,COUPON09Z0,0.16,AUD
14676,2024-01-24T09:08:50,2024-01-24,690,26,Online,Afterpay,COUPONZ0Z-,18.91,AUD
14709,2024-01-24T14:40:43,2024-01-24,377,35,Retail,PayPal,COUPONAA9-,10.02,AUD
14713,2024-01-24T21:16:55,2024-01-24,347,33,Retail,Afterpay,COUPONZ-A9,4.82,AUD
14867,2024-01-24T03:53:28,2024-01-24,318,29,Retail,Credit Card,COUPON9---,8.47,AUD
14897,2024-01-24T17:06:52,2024-01-24,165,19,Online,Credit Card,COUPON9-ZA,3.48,AUD
14950,2024-01-24T09:47:27,2024-01-24,595,13,Retail,Afterpay,COUPON9A0Z,0.71,AUD
14998,2024-01-24T16:30:42,2024-01-24,73,6,Retail,Credit Card,COUPON---A,16.58,AUD
15029,2024-01-24T23:46:26,2024-01-24,552,46,Retail,Credit Card,COUPONZ--0,18.84,AUD
15165,2024-01-24T00:07:33,2024-01-24,439,3,Online,PayPal,COUPONA---,5.6,AUD
15280,2024-01-24T11:23:35,2024-01-24,199,3,Online,Afterpay,COUPON90AZ,10.27,AUD
15300,2024-01-24T15:07:15,2024-01-24,409,38,Retail,PayPal,COUPON-09-,8.68,AUD
15490,2024-01-24T00:55:16,2024-01-24,660,8,Retail,PayPal,COUPON0A-A,15.89,AUD
15586,2024-01-24T07:41:49,2024-01-24,559,38,Retail,PayPal,COUPON0--A,14.27,AUD
15596,2024-01-24T14:35:40,2024-01-24,564,35,Online,Afterpay,COUPON-AA-,0.64,AUD
15597,2024-01-24T18:05:20,2024-01-24,106,23,Online,Afterpay,COUPON---Z,17.62,AUD
15677,2024-01-24T17:30:53,2024-01-24,266,46,Retail,PayPal,COUPON-Z--,19.05,AUD
15755,2024-01-24T03:47:59,2024-01-24,376,37,Online,Afterpay,COUPON-0ZZ,16.16,AUD
15780,2024-01-24T11:01:41,2024-01-24,251,21,Online,PayPal,COUPON9-ZZ,19.39,AUD
15791,2024-01-24T12:27:09,2024-01-24,251,29,Online,Credit Card,COUPONA-Z-,1.3,AUD
15965,2024-01-24T23:11:47,2024-01-24,33,47,Retail,Afterpay,COUPON----,18.04,AUD
15988,2024-01-24T03:33:23,2024-01-24,151,18,Online,PayPal,COUPON---0,17.64,AUD
16133,2024-01-24T15:49:48,2024-01-24,295,38,Retail,Credit Card,COUPON--0-,17.41,AUD
16140,2024-01-24T08:29:14,2024-01-24,160,35,Retail,Afterpay,COUPON--0Z,13.16,AUD
