order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
52,2024-03-28T00:32:07,2024-03-28,801,112,Retail,PayPal,COUPON9A--,18.12,AUD
56,2024-03-28T06:40:09,2024-03-28,809,110,Retail,PayPal,COUPON09ZZ,4.27,AUD
82,2024-03-28T13:19:37,2024-03-28,873,63,Retail,PayPal,COUPON-A-0,2.13,AUD
97,2024-03-28T11:08:50,2024-03-28,878,149,Online,Credit Card,COUPON-0AZ,14.35,AUD
175,2024-03-28T09:29:26,2024-03-28,876,133,Online,PayPal,COUPON-99-,17.0,AUD
362,2024-03-28T01:12:56,2024-03-28,829,102,Online,Afterpay,COUPON9-Z-,10.09,AUD
451,2024-03-28T10:08:49,2024-03-28,881,139,Online,Afterpay,COUPON0-A-,0.42,AUD
757,2024-03-28T23:51:28,2024-03-28,892,148,Retail,PayPal,COUPONZZA0,13.34,AUD
774,2024-03-28T21:45:41,2024-03-28,876,121,Retail,Credit Card,COUPON--Z9,3.06,AUD
801,2024-03-28T03:29:32,2024-03-28,850,113,Retail,Afterpay,COUPON9--9,5.85,AUD
862,2024-03-28T12:00:21,2024-03-28,877,131,Online,Credit Card,COUPON09-Z,18.48,AUD
965,2024-03-28T15:07:32,2024-03-28,889,112,Retail,PayPal,COUPONZ--A,15.95,AUD
1037,2024-03-28T20:24:49,2024-03-28,852,112,Retail,Credit Card,COUPONA-ZA,3.93,AUD
1051,2024-03-28T03:06:25,2024-03-28,810,59,Retail,PayPal,COUPONA00-,13.51,AUD
1133,2024-03-28T09:17:53,2024-03-28,878,144,Retail,Afterpay,COUPONZZA0,5.6,AUD
1294,2024-03-28T20:38:19,2024-03-28,850,70,Retail,PayPal,COUPON0Z0-,3.25,AUD
1327,2024-03-28T16:09:46,2024-03-28,880,76,Retail,Credit Card,COUPONA0A0,15.36,AUD
1524,2024-03-28T14:21:14,2024-03-28,900,58,Retail,Credit Card,COUPON99A-,2.63,AUD
1615,2024-03-28T12:57:39,2024-03-28,894,53,Online,Afterpay,COUPONZ--9,6.54,AUD
1710,2024-03-28T03:11:48,2024-03-28,850,85,Online,PayPal,COUPONZ-Z0,9.63,AUD
1728,2024-03-28T17:53:20,2024-03-28,879,57,Online,Afterpay,COUPON9ZA-,3.46,AUD
2062,2024-03-28T09:59:42,2024-03-28,862,112,Online,Afterpay,COUPONA9-A,13.23,AUD
2082,2024-03-28T19:07:58,2024-03-28,833,68,Retail,PayPal,COUPON-AZ0,9.82,AUD
2340,2024-03-28T18:02:14,2024-03-28,886,146,Online,Credit Card,COUPONZA0Z,15.68,AUD
2512,2024-03-28T16:36:58,2024-03-28,837,110,Retail,Afterpay,COUPON9--Z,12.6,AUD
2615,2024-03-28T17:15:25,2024-03-28,877,145,Retail,Credit Card,COUPONA9--,11.93,AUD
2847,2024-03-28T22:58:53,2024-03-28,803,59,Online,PayPal,COUPONAZ0-,6.24,AUD
2893,2024-03-28T22:09:26,2024-03-28,828,95,Retail,Afterpay,COUPONA9-A,13.38,AUD
2902,2024-03-28T11:41:55,2024-03-28,835,90,Retail,Credit Card,COUPON09ZZ,0.59,AUD
2928,2024-03-28T04:07:37,2024-03-28,863,76,Retail,Afterpay,COUPONA-A-,14.6,AUD
2939,2024-03-28T11:04:28,2024-03-28,872,133,Retail,Afterpay,COUPONA-9Z,17.36,AUD
2957,2024-03-28T18:17:19,2024-03-28,808,112,Retail,Credit Card,COUPONZ-Z-,1.22,AUD
