order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
871796,84,2598,3,11.9205,0.1917,0.1355
498653,90,2649,10,454.9049,0.1793,0.097
921653,156,1408,1,72.4674,0.1528,0.1127
731620,174,9600,4,393.0252,0.234,0.1223
191477,314,241,9,177.6546,0.0251,0.1018
589976,330,188,8,394.5976,0.1593,0.0702
259362,387,134,7,441.7185,0.1965,0.0541
352612,393,44,7,49.7568,0.1063,0.1039
356497,462,221,7,291.5228,0.0176,0.0709
798386,599,230,3,261.2419,0.0331,0.1062
324261,851,192,3,51.0204,0.0422,0.0993
902061,934,220,5,259.4278,0.188,0.1076
523010,1355,38,2,381.1508,0.229,0.1472
600996,1403,222,3,88.4453,0.0415,0.0805
324261,1729,65,7,456.8693,0.2279,0.1378
54252,1806,224,6,276.4178,0.1995,0.143
429363,1895,92,8,70.3183,0.0839,0.0576
363866,1952,241,6,447.367,0.0543,0.0998
877512,2030,96,9,234.1697,0.0948,0.0514
602017,2394,53,6,301.689,0.1289,0.1165
302203,2646,182,1,242.9504,0.0694,0.085
656312,2668,67,2,437.2155,0.0836,0.1074
88222,2676,122,8,483.2013,0.0191,0.1019
879051,2759,5,5,441.8741,0.0363,0.1034
516440,2940,199,10,72.6178,0.2053,0.061
913550,3041,239,5,210.563,0.0555,0.1145
41443,3098,136,8,28.4636,0.0537,0.1198
944525,3180,22,1,186.4327,0.1629,0.0647
355920,3414,30,6,311.6723,0.0842,0.1361
652636,3445,25,7,328.9689,0.2167,0.1034
387101,3864,180,7,174.3228,0.1761,0.1117
779125,3883,126,9,385.9137,0.0662,0.0794
724045,3966,64,5,6.428,0.1331,0.1345
175364,3983,80,6,279.9825,0.1402,0.0866
322605,4017,164,8,393.0691,0.0838,0.0901
164051,4047,117,9,202.6336,0.095,0.1007
507923,4055,147,10,99.684,0.1552,0.1385
535295,4098,76,9,416.9566,0.2067,0.1317
394465,4216,111,7,225.9079,0.166,0.0637
730925,4221,237,8,197.8127,0.169,0.1176
185606,4246,56,5,220.1194,0.0574,0.1119
730774,4395,15,2,404.2892,0.0178,0.1348
806768,4410,74,6,300.9325,0.038,0.094
921130,4629,145,8,150.5364,0.2032,0.1325
969167,4637,228,1,77.4899,0.0895,0.1192
65742,4711,225,4,157.4854,0.2155,0.0514
321605,4765,20,1,124.0995,0.1735,0.0681
57320,4777,95,3,49.1958,0.1273,0.0974
164945,4876,20,2,317.7388,0.0369,0.1156
315338,4877,165,4,317.7215,0.0399,0.117
548423,4923,158,10,212.9094,0.1774,0.1319
588154,5295,140,5,91.1385,0.1497,0.0704
447987,5328,53,6,149.6741,0.0575,0.0885
526587,5463,90,5,201.0921,0.0786,0.0799
695621,5673,110,6,65.3796,0.0523,0.104
391043,5831,145,10,234.842,0.0697,0.1133
662993,5968,180,7,393.0678,0.0222,0.0535
4771,6146,48,4,0.0,0.1058,0.0746
450142,6155,236,7,43.8276,0.2064,0.0817
790119,6433,122,10,195.6163,0.0896,0.0553
62902,6585,202,2,216.3367,0.1979,0.0628
915964,6596,71,7,349.9038,0.2317,0.1376
538911,6624,32,9,278.1362,0.0185,0.1373
855717,6972,84,6,58.9217,0.1873,0.0518
546500,7081,49,10,153.5287,0.0154,0.1077
161193,7112,3,8,186.6005,0.182,0.1373
919391,7135,148,10,109.4218,0.1385,0.0701
239997,7436,154,10,62.6944,0.0366,0.0776
622809,7461,4,8,135.9449,0.1124,0.08
856800,7480,121,2,39.7686,0.1293,0.0998
543396,7496,84,1,466.2726,0.0333,0.1081
669270,7501,223,3,280.644,0.0466,0.081
108516,7508,189,5,68.2903,0.0026,0.1318
321405,7622,247,4,261.3308,0.0275,0.0794
84633,7803,45,9,234.746,0.1807,0.061
624884,7921,83,7,227.7539,0.0283,0.1483
854738,7969,51,10,9.6778,0.2005,0.0984
124365,8099,170,6,297.2445,0.1193,0.1197
340097,8194,146,4,101.1868,0.1278,0.0691
78754,8271,228,3,108.5015,0.1308,0.1145
984804,8479,184,3,392.1248,0.1974,0.1086
265488,8763,50,10,125.5367,0.1608,0.0859
502384,8859,227,1,412.0167,0.0835,0.1491
540306,9058,107,5,133.7064,0.0002,0.077
227385,9341,246,6,26.3343,0.2104,0.0763
767010,9360,11,9,42.7101,0.1839,0.1211
992960,9418,71,10,437.3495,0.1634,0.0646
37591,9469,139,10,189.6203,0.1323,0.0734
274499,9652,124,8,281.243,0.1779,0.086
795438,9685,131,8,279.5923,0.1674,0.127
419972,9691,200,7,279.6919,0.0216,0.1035
603129,9822,44,3,178.0688,0.0436,0.117
283723,9874,79,9,154.4247,0.2463,0.1457
534393,10079,208,3,422.9831,0.0158,0.0684
504107,10220,73,9,471.8716,0.0661,0.0831
504242,10361,22,10,387.5344,0.0906,0.1473
739400,10368,181,6,82.0256,0.2016,0.1273
290850,10450,55,10,360.6336,0.0724,0.0874
440645,10508,158,3,75.9294,0.2334,0.0945
515747,10560,181,4,90.5167,0.1354,0.0736
817906,10683,152,10,159.6268,0.1366,0.1413
107224,10769,160,7,108.6009,0.2235,0.1468
615049,10882,79,3,192.2802,0.0433,0.0827
565439,10900,196,7,200.1855,0.1231,0.1232
352056,10985,245,7,201.0887,0.0676,0.1475
484397,11094,209,1,486.0908,0.24,0.0554
743115,11098,166,8,136.7475,0.1769,0.0541
119751,11121,215,7,460.1406,0.1194,0.0787
976230,11138,41,10,344.4598,0.0518,0.073
549567,11139,247,10,150.8539,0.1239,0.0547
358812,11317,232,3,407.4264,0.1812,0.1304
966817,11334,73,6,349.6373,0.0642,0.0807
527019,11339,87,5,123.7396,0.0126,0.0644
45495,11497,84,8,251.9671,0.0409,0.106
590143,11599,236,10,321.7014,0.203,0.0502
836527,11710,14,2,461.1195,0.151,0.1241
624884,11720,51,10,132.882,0.0354,0.1394
815719,11855,220,8,461.6156,0.0944,0.0751
489539,12057,112,1,222.692,0.1632,0.0815
708389,12135,182,10,459.2422,0.0642,0.1313
445034,12209,23,1,456.1895,0.2011,0.075
278423,12355,195,1,142.4552,0.1245,0.1271
584747,12364,80,1,470.8226,0.1629,0.0658
348452,12452,108,7,33.7261,0.1064,0.0982
336400,12718,89,6,158.8677,0.1455,0.1303
75367,12724,211,7,144.0517,0.038,0.0956
537087,12743,33,2,23.6811,0.2219,0.0749
5049,12770,220,9,168.5556,0.0448,0.0662
503104,12803,180,10,5.4347,0.0705,0.055
327874,12909,208,6,374.3319,0.012,0.1055
471853,12955,132,2,200.9067,0.2197,0.0733
270647,13153,154,10,177.3361,0.2468,0.108
732627,13194,133,3,323.5078,0.1913,0.1061
960695,13337,244,7,335.5567,0.2188,0.1282
876138,13480,232,9,267.1391,0.2311,0.0592
735904,13569,241,5,401.7607,0.1792,0.12
618069,13633,170,4,47.7785,0.1538,0.1163
652246,13667,60,3,102.9935,0.0592,0.079
921782,13887,118,5,255.235,0.0423,0.0698
22484,13965,148,5,420.9284,0.2362,0.1223
491246,14069,238,6,87.0771,0.0497,0.1225
945892,14215,24,8,42.6154,0.0171,0.0917
894965,14229,8,9,196.6327,0.2452,0.093
972745,14248,78,3,450.8449,0.1206,0.1489
943718,14515,38,9,299.6594,0.1868,0.0999
591807,14638,87,2,336.1471,0.1934,0.1189
571223,14707,238,6,271.825,0.0382,0.1172
218547,14714,163,7,80.6311,0.0625,0.0652
860792,14744,138,1,456.3249,0.1393,0.1281
213710,14812,16,6,230.0314,0.1169,0.1143
11606,14852,59,6,482.5442,0.0682,0.1094
473022,14882,104,3,401.599,0.0653,0.1218
491246,14922,38,6,458.6976,0.0342,0.0505
172156,15090,197,7,479.8172,0.0319,0.1241
705,15120,167,4,349.3636,0.0479,0.1218
499875,15698,176,5,183.794,0.1355,0.1099
