sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2025-02-26T16:19:40,2,SHELF-A00Z,12.84,47.08,3783
2025-02-18T20:09:23,2,SHELF-A-9Z,4.63,73.63,3310
2025-02-26T05:20:51,2,SHELF-0AA-,39.96,61.11,3782
2025-02-24T08:30:29,2,SHELF-ZZZ-,25.95,24.95,3661
2025-02-05T06:25:49,2,SHELF-00--,33.83,79.75,3654
2025-02-15T19:56:52,2,SHELF---00,22.37,76.96,3202
2025-02-21T17:56:14,2,SHELF-0Z-A,19.2,36.77,4125
2025-02-08T14:43:22,2,SHELF-ZZZ-,7.85,69.64,3335
2025-02-02T08:03:11,2,SHELF--0-Z,23.32,30.0,3610
2025-02-22T23:02:00,2,SHELF-A--0,5.48,22.31,3005
2025-02-11T20:48:31,2,SHELF-Z-90,35.63,49.48,3110
2025-02-27T22:19:51,2,SHELF-Z00-,20.24,72.2,3639
2025-02-03T13:17:31,2,SHELF-Z990,12.31,33.15,3673
2025-02-05T11:44:15,2,SHELF-090Z,15.88,46.68,4020
2025-02-09T18:02:49,2,SHELF-A-9A,6.83,37.59,3717
2025-02-20T17:39:27,2,SHELF--0ZZ,6.19,79.47,3402
2025-02-25T00:15:36,2,SHELF-A99-,36.35,40.46,3377
2025-02-16T01:44:42,2,SHELF-A00Z,6.62,57.35,3713
2025-02-22T07:51:51,2,SHELF-99--,9.67,62.11,3125
2025-02-19T04:51:14,2,SHELF-Z-AZ,2.93,32.43,3124
2025-02-01T01:31:51,2,SHELF--ZZ-,30.4,62.67,3189
2025-02-21T22:53:52,2,SHELF----A,33.34,36.75,3065
2025-02-04T18:34:27,2,SHELF-0-9-,18.15,58.78,3177
2025-02-06T11:55:13,2,SHELF-A--0,38.11,43.2,3150
2025-02-13T19:37:32,2,SHELF-90--,27.05,28.32,3856
2025-02-13T18:18:52,2,SHELF-9-Z-,7.44,23.06,3195
2025-02-11T13:00:13,2,SHELF-A---,6.9,28.54,3417
2025-02-04T02:07:21,2,SHELF-90--,0.41,28.09,3429
2025-02-21T06:56:27,2,SHELF-A90-,23.33,55.61,3582
2025-02-14T22:56:01,2,SHELF-ZZA9,31.7,73.59,3687
2025-02-12T12:01:45,2,SHELF----0,10.74,30.4,3625
2025-02-09T23:49:50,2,SHELF-A9AA,28.15,51.05,3245
2025-02-09T05:07:25,2,SHELF-A--0,36.33,71.61,3631
2025-02-26T05:04:38,2,SHELF-A--0,16.4,77.83,3212
2025-02-21T05:18:43,2,SHELF-A99-,28.35,26.68,3401
2025-02-19T03:00:37,2,SHELF-00--,7.88,21.3,4057
2025-02-14T21:11:54,2,SHELF--0ZZ,10.08,33.39,4176
2025-02-02T12:04:23,2,SHELF-00Z0,17.71,20.28,3718
2025-02-21T02:39:44,2,SHELF-0AA-,32.41,33.28,4025
2025-02-01T01:53:11,2,SHELF-A9A-,13.48,26.61,3917
2025-02-02T16:10:29,2,SHELF-Z0--,12.53,51.59,4142
