order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
33,2024-02-03T23:45:03,2024-02-03,861,118,Retail,Afterpay,COUPON9A09,15.05,AUD
68,2024-02-03T16:58:17,2024-02-03,877,66,Retail,PayPal,COUPONZA--,13.85,AUD
175,2024-02-03T01:27:12,2024-02-03,823,121,Retail,Credit Card,COUPON0-00,6.44,AUD
186,2024-02-03T14:59:12,2024-02-03,893,59,Retail,PayPal,COUPON0-ZZ,11.47,AUD
473,2024-02-03T03:33:21,2024-02-03,826,142,Online,Afterpay,COUPON0Z-A,5.03,AUD
596,2024-02-03T22:48:52,2024-02-03,884,71,Retail,PayPal,COUPONA0A-,17.33,AUD
645,2024-02-03T12:13:04,2024-02-03,857,126,Retail,Credit Card,COUPON00ZA,4.58,AUD
659,2024-02-03T17:53:21,2024-02-03,842,103,Online,Afterpay,COUPONAAA9,19.39,AUD
704,2024-02-03T04:25:28,2024-02-03,877,147,Online,Credit Card,COUPONA0A0,13.39,AUD
975,2024-02-03T12:23:47,2024-02-03,850,105,Retail,Afterpay,COUPON-9-9,11.15,AUD
976,2024-02-03T05:09:27,2024-02-03,877,85,Retail,Credit Card,COUPON9-A9,6.1,AUD
1039,2024-02-03T09:09:39,2024-02-03,827,91,Retail,PayPal,COUPON9Z0Z,17.24,AUD
1065,2024-02-03T03:50:31,2024-02-03,855,104,Retail,Credit Card,COUPONZ0-9,3.95,AUD
1215,2024-02-03T21:22:58,2024-02-03,831,54,Retail,PayPal,COUPONAA0A,8.54,AUD
1276,2024-02-03T15:27:29,2024-02-03,877,89,Online,Afterpay,COUPON9---,9.41,AUD
1615,2024-02-03T21:52:44,2024-02-03,849,58,Retail,PayPal,COUPON--ZZ,4.86,AUD
1730,2024-02-03T14:44:44,2024-02-03,873,85,Online,Afterpay,COUPONA9Z9,16.65,AUD
1829,2024-02-03T13:24:37,2024-02-03,814,74,Retail,Credit Card,COUPONAZ9A,13.71,AUD
2053,2024-02-03T16:59:00,2024-02-03,835,73,Retail,PayPal,COUPONZ-ZZ,1.07,AUD
2113,2024-02-03T00:37:04,2024-02-03,878,95,Retail,Afterpay,COUPON099A,12.93,AUD
2122,2024-02-03T19:09:31,2024-02-03,819,98,Online,Credit Card,COUPON---A,8.76,AUD
2126,2024-02-03T23:23:20,2024-02-03,858,53,Retail,Afterpay,COUPONZAA9,12.52,AUD
2277,2024-02-03T14:14:11,2024-02-03,803,60,Online,PayPal,COUPON-Z0A,13.39,AUD
2317,2024-02-03T14:59:35,2024-02-03,835,120,Online,Afterpay,COUPON90ZA,6.61,AUD
2432,2024-02-03T01:12:04,2024-02-03,839,52,Retail,PayPal,COUPON9099,3.18,AUD
2536,2024-02-03T23:04:13,2024-02-03,871,107,Retail,PayPal,COUPON-0-9,15.31,AUD
2850,2024-02-03T22:49:50,2024-02-03,808,85,Online,PayPal,COUPON0090,11.2,AUD
3045,2024-02-03T14:09:25,2024-02-03,854,124,Online,Credit Card,COUPON090Z,9.3,AUD
3110,2024-02-03T12:44:37,2024-02-03,892,86,Retail,PayPal,COUPON--00,18.24,AUD
3266,2024-02-03T03:29:08,2024-02-03,848,62,Retail,PayPal,COUPON-Z9Z,4.5,AUD
3422,2024-02-03T14:11:02,2024-02-03,889,93,Retail,Afterpay,COUPONZ--0,4.52,AUD
3426,2024-02-03T16:09:45,2024-02-03,838,51,Retail,Afterpay,COUPONZ9Z-,9.37,AUD
3440,2024-02-03T05:38:33,2024-02-03,807,138,Retail,PayPal,COUPON-9Z0,9.29,AUD
3527,2024-02-03T17:30:39,2024-02-03,832,122,Retail,PayPal,COUPONA-A-,17.03,AUD
3614,2024-02-03T13:08:48,2024-02-03,841,128,Retail,Credit Card,COUPON--Z-,19.53,AUD
3634,2024-02-03T11:55:15,2024-02-03,898,57,Retail,Afterpay,COUPONA0A9,11.29,AUD
3684,2024-02-03T21:16:38,2024-02-03,838,138,Retail,Credit Card,COUPON-A--,3.87,AUD
3686,2024-02-03T03:19:05,2024-02-03,830,146,Online,PayPal,COUPONZZ--,14.73,AUD
3699,2024-02-03T12:32:45,2024-02-03,887,106,Retail,Credit Card,COUPON0AAZ,10.14,AUD
3757,2024-02-03T12:18:25,2024-02-03,878,117,Retail,Credit Card,COUPONZZZA,19.64,AUD
3819,2024-02-03T03:46:34,2024-02-03,884,113,Retail,Afterpay,COUPONA99Z,13.51,AUD
3839,2024-02-03T13:21:54,2024-02-03,853,132,Online,Afterpay,COUPON-0A0,8.41,AUD
3845,2024-02-03T17:44:15,2024-02-03,890,58,Online,Afterpay,COUPONA09Z,15.1,AUD
3918,2024-02-03T20:49:45,2024-02-03,856,102,Online,Credit Card,COUPON9Z--,19.06,AUD
3980,2024-02-03T08:40:08,2024-02-03,838,72,Online,Credit Card,COUPON-Z--,0.56,AUD
4022,2024-02-03T19:12:20,2024-02-03,857,103,Retail,PayPal,COUPON-A-A,3.57,AUD
4240,2024-02-03T05:07:15,2024-02-03,851,114,Retail,Afterpay,COUPON0AZA,0.18,AUD
4393,2024-02-03T15:17:26,2024-02-03,806,82,Online,Afterpay,COUPON---A,13.46,AUD
4867,2024-02-03T04:40:08,2024-02-03,887,92,Retail,Afterpay,COUPONZZ-0,11.29,AUD
4984,2024-02-03T17:15:49,2024-02-03,874,108,Online,Afterpay,COUPON--0-,11.31,AUD
5341,2024-02-03T17:54:38,2024-02-03,858,93,Retail,Credit Card,COUPON9-00,17.66,AUD
5425,2024-02-03T18:47:50,2024-02-03,871,96,Retail,Credit Card,COUPON0-Z0,0.64,AUD
5519,2024-02-03T05:11:21,2024-02-03,834,89,Online,Afterpay,COUPON-AZ9,4.22,AUD
5668,2024-02-03T18:40:40,2024-02-03,860,91,Retail,PayPal,COUPONZ9Z-,13.62,AUD
5673,2024-02-03T17:32:36,2024-02-03,833,146,Retail,PayPal,COUPON9ZAA,17.01,AUD
5985,2024-02-03T08:37:56,2024-02-03,893,68,Online,PayPal,COUPONZA-Z,16.8,AUD
6071,2024-02-03T11:31:04,2024-02-03,818,101,Retail,PayPal,COUPON9-A0,7.83,AUD
6551,2024-02-03T04:56:32,2024-02-03,828,124,Online,PayPal,COUPONAA-9,18.3,AUD
6592,2024-02-03T11:59:24,2024-02-03,815,101,Online,PayPal,COUPONZ-A9,19.89,AUD
6598,2024-02-03T04:56:39,2024-02-03,823,106,Online,Afterpay,COUPON-09Z,3.79,AUD
6657,2024-02-03T14:24:40,2024-02-03,802,139,Online,PayPal,COUPON9A9Z,3.71,AUD
6667,2024-02-03T01:30:22,2024-02-03,856,124,Online,Afterpay,COUPON0-A9,3.36,AUD
6710,2024-02-03T13:56:44,2024-02-03,856,99,Online,PayPal,COUPONAZA0,16.38,AUD
6778,2024-02-03T08:11:49,2024-02-03,898,76,Online,PayPal,COUPONZ-A9,10.74,AUD
7165,2024-02-03T13:13:05,2024-02-03,832,100,Online,PayPal,COUPON-9--,19.17,AUD
7190,2024-02-03T18:55:45,2024-02-03,818,54,Retail,Credit Card,COUPONZ900,14.81,AUD
7324,2024-02-03T08:56:13,2024-02-03,887,81,Retail,PayPal,COUPON---Z,13.99,AUD
7333,2024-02-03T23:19:24,2024-02-03,822,113,Online,PayPal,COUPON-A9-,19.48,AUD
7471,2024-02-03T23:51:30,2024-02-03,848,103,Online,PayPal,COUPON-AZZ,3.23,AUD
7593,2024-02-03T06:03:08,2024-02-03,818,145,Online,Credit Card,COUPON00A-,10.65,AUD
7619,2024-02-03T11:01:52,2024-02-03,807,128,Online,Credit Card,COUPONAZZZ,3.24,AUD
7688,2024-02-03T00:28:33,2024-02-03,889,120,Retail,Credit Card,COUPON--09,3.77,AUD
7717,2024-02-03T14:40:03,2024-02-03,877,87,Retail,Afterpay,COUPON-AAZ,9.69,AUD
7796,2024-02-03T16:55:23,2024-02-03,820,69,Online,Credit Card,COUPON--99,6.63,AUD
7816,2024-02-03T06:55:43,2024-02-03,891,96,Retail,PayPal,COUPON-Z9Z,6.68,AUD
7971,2024-02-03T09:52:57,2024-02-03,865,119,Retail,Credit Card,COUPON0-99,10.81,AUD
7988,2024-02-03T08:50:56,2024-02-03,829,74,Retail,PayPal,COUPONZ9-Z,13.76,AUD
8175,2024-02-03T01:58:12,2024-02-03,873,65,Online,Credit Card,COUPONA0A-,1.97,AUD
8226,2024-02-03T09:37:09,2024-02-03,898,85,Online,PayPal,COUPON90--,0.33,AUD
8320,2024-02-03T20:45:25,2024-02-03,897,108,Online,PayPal,COUPON00-Z,18.03,AUD
8338,2024-02-03T08:55:25,2024-02-03,897,94,Retail,Afterpay,COUPON9AA-,12.76,AUD
8339,2024-02-03T04:30:46,2024-02-03,898,117,Online,PayPal,COUPON--9A,13.6,AUD
8358,2024-02-03T03:59:36,2024-02-03,844,77,Retail,PayPal,COUPONAZ-9,7.04,AUD
8489,2024-02-03T08:29:34,2024-02-03,881,63,Online,PayPal,COUPON-Z--,2.61,AUD
8784,2024-02-03T13:17:22,2024-02-03,869,97,Online,Afterpay,COUPON0-Z0,19.63,AUD
8878,2024-02-03T02:54:25,2024-02-03,807,77,Online,PayPal,COUPONAAA-,13.23,AUD
8936,2024-02-03T18:24:39,2024-02-03,815,96,Retail,PayPal,COUPON0AA-,12.17,AUD
8968,2024-02-03T17:42:57,2024-02-03,837,108,Retail,Credit Card,COUPON-9-Z,15.8,AUD
9019,2024-02-03T15:58:08,2024-02-03,824,112,Retail,Afterpay,COUPONZ--A,9.37,AUD
9106,2024-02-03T20:41:54,2024-02-03,887,82,Online,Credit Card,COUPON0A-A,9.3,AUD
9183,2024-02-03T13:01:31,2024-02-03,888,85,Online,Afterpay,COUPON--ZA,3.39,AUD
9204,2024-02-03T00:24:18,2024-02-03,805,139,Retail,Credit Card,COUPON-ZA-,13.43,AUD
9303,2024-02-03T19:07:21,2024-02-03,861,137,Retail,PayPal,COUPON--9-,5.75,AUD
9348,2024-02-03T10:24:10,2024-02-03,833,69,Online,PayPal,COUPON90--,0.15,AUD
9382,2024-02-03T20:36:38,2024-02-03,888,74,Retail,Credit Card,COUPONAA0-,2.5,AUD
9441,2024-02-03T03:51:10,2024-02-03,844,143,Retail,PayPal,COUPON--A0,0.85,AUD
9545,2024-02-03T17:47:21,2024-02-03,852,120,Retail,PayPal,COUPONA---,11.74,AUD
9613,2024-02-03T23:40:47,2024-02-03,886,100,Online,Credit Card,COUPON-0A-,0.33,AUD
9654,2024-02-03T14:51:33,2024-02-03,870,119,Retail,Credit Card,COUPON0ZA-,0.75,AUD
9804,2024-02-03T04:49:02,2024-02-03,846,97,Online,PayPal,COUPONAZZ9,17.11,AUD
9817,2024-02-03T18:21:25,2024-02-03,880,81,Retail,Afterpay,COUPON0-A0,3.61,AUD
10044,2024-02-03T18:41:11,2024-02-03,548,19,Retail,Afterpay,COUPONZA9-,16.55,AUD
10209,2024-02-03T22:52:22,2024-02-03,574,18,Retail,PayPal,COUPON-9Z-,7.03,AUD
10703,2024-02-03T21:11:46,2024-02-03,381,37,Retail,Credit Card,COUPON-Z--,16.04,AUD
10714,2024-02-03T02:34:10,2024-02-03,253,21,Retail,Afterpay,COUPON00Z-,10.89,AUD
