order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
235188,106,2323,3,175.8067,0.0426,0.0909
12214,116,5699,3,404.9244,0.1214,0.1438
366902,223,8125,10,206.7676,0.2128,0.083
689527,235,1439,1,282.9479,0.1248,0.1411
377156,297,2484,7,489.7744,0.2197,0.1147
415913,373,189,9,306.0225,0.2468,0.0992
166086,787,219,1,362.8863,0.2451,0.1194
255963,867,123,8,435.7198,0.0991,0.0671
656924,919,244,9,145.3961,0.1566,0.0833
961057,982,127,2,183.3998,0.1288,0.1418
706795,1137,236,2,148.7671,0.1548,0.1418
71060,1213,68,5,114.4214,0.2406,0.1479
127079,1251,218,4,254.8988,0.0123,0.085
857903,1300,70,2,111.5971,0.2065,0.1451
380712,1538,231,3,151.4584,0.0203,0.0606
920402,1562,104,2,475.5773,0.2102,0.0876
682252,1570,93,7,63.2915,0.1924,0.0839
655461,1575,197,8,73.0207,0.0326,0.105
273006,1748,78,7,166.6568,0.2127,0.0516
448685,1868,218,8,232.9615,0.1019,0.0621
18762,1894,34,5,440.5676,0.1641,0.0752
303040,1997,135,6,493.1165,0.1863,0.053
408155,2035,239,7,291.9637,0.1172,0.1481
861993,2067,3,1,268.0093,0.1301,0.101
829673,2293,196,5,140.0597,0.1682,0.1151
931653,2503,187,1,194.5352,0.1393,0.0677
569604,2593,137,8,281.0677,0.1938,0.0557
7207,2667,125,9,334.9579,0.0766,0.1063
840143,2673,245,2,114.3126,0.0018,0.0625
395504,2693,61,6,75.0121,0.2066,0.1086
810682,2839,173,8,260.1324,0.1509,0.0543
822633,3037,19,4,382.3407,0.0364,0.1318
939388,3078,32,10,227.979,0.1497,0.1291
224544,3105,103,7,255.3261,0.1856,0.0516
212855,3318,224,5,482.9368,0.0955,0.0932
596166,3331,6,3,137.7621,0.0735,0.0576
254748,3400,172,7,479.0518,0.1916,0.0633
300949,3516,121,10,442.5227,0.1655,0.1221
422606,3542,114,2,430.9739,0.1142,0.0782
413340,3646,168,2,96.7756,0.0644,0.1135
693686,3667,13,6,493.549,0.2315,0.119
688556,3762,21,8,491.3301,0.1832,0.066
353547,3842,235,6,276.0173,0.0347,0.0547
550339,3997,94,5,72.3263,0.2346,0.1308
847937,4138,198,4,472.1452,0.043,0.0979
931002,4166,131,3,300.3198,0.1812,0.065
290472,4355,30,10,145.0748,0.2469,0.1221
49054,4617,5,2,284.9681,0.2088,0.1452
54181,4646,63,2,244.1675,0.0747,0.0822
499611,4727,106,6,422.0495,0.1729,0.108
493653,4767,170,6,344.1116,0.1434,0.0851
648395,4786,95,9,99.6384,0.197,0.1184
218777,4791,96,8,239.8543,0.1284,0.1111
512865,4818,123,5,20.6311,0.0113,0.0662
525645,5306,27,5,483.0541,0.0944,0.1485
361034,5380,99,4,21.697,0.0367,0.1249
625777,5499,84,1,481.2961,0.2397,0.0557
734030,5539,31,2,239.3647,0.217,0.1474
835192,5608,72,2,224.4783,0.2305,0.0756
773278,5830,24,5,406.8261,0.2194,0.1342
778228,5946,224,9,8.8943,0.1736,0.0599
483437,5975,241,7,177.6839,0.1908,0.0695
849096,5981,231,2,47.0806,0.0392,0.1008
459058,5993,99,3,124.8826,0.1745,0.1365
395400,6080,137,5,267.1149,0.0083,0.1016
165196,6086,218,9,483.3307,0.1797,0.0554
388428,6177,164,8,322.4023,0.0186,0.1286
482508,6201,190,8,131.4363,0.0717,0.0863
166239,6229,211,5,485.5098,0.1196,0.0721
899288,6259,241,3,107.8884,0.1988,0.1206
157716,6293,214,1,87.7506,0.2297,0.1412
978828,6414,93,4,150.0763,0.0821,0.1282
673380,6573,31,10,194.3696,0.1484,0.1403
118081,6703,197,3,111.7199,0.1499,0.0606
216320,6827,65,8,392.3698,0.1238,0.0736
535427,6873,68,6,366.5393,0.0908,0.077
824799,7147,201,7,101.4518,0.0607,0.1038
56371,7243,225,6,135.0192,0.2197,0.1368
884795,7249,133,5,277.7845,0.1734,0.0945
673771,7270,91,2,245.6788,0.2421,0.1146
883780,7347,233,8,302.1203,0.162,0.1146
276509,7388,81,9,337.9487,0.0667,0.1053
74839,7729,233,9,210.0616,0.0145,0.1199
493158,7749,111,5,359.2564,0.1513,0.0706
621109,7781,127,5,146.7337,0.1495,0.1124
839811,7917,37,7,105.7933,0.0808,0.143
899288,7983,49,9,322.2535,0.1866,0.0891
99471,8167,82,2,373.516,0.1752,0.058
977768,8318,51,8,223.752,0.2173,0.0888
442202,8332,147,8,195.3951,0.1883,0.0628
665602,8385,166,8,342.792,0.1146,0.1019
370880,8414,156,10,213.6898,0.1132,0.1241
762302,8511,126,4,79.6515,0.1649,0.0678
625777,8722,21,8,192.8977,0.1922,0.0597
137430,8823,141,3,33.5095,0.1195,0.0554
331020,8986,81,1,438.8888,0.1358,0.0593
847297,8999,58,6,75.8488,0.0028,0.0595
654547,9122,190,1,355.9691,0.0982,0.0514
206102,9270,234,9,37.7283,0.2414,0.0503
465062,9328,125,6,27.1558,0.0445,0.1176
918065,9451,38,6,92.6357,0.1296,0.144
58595,9528,10,10,84.6211,0.2223,0.1403
637122,9783,80,6,426.9307,0.1444,0.0778
11765,9850,181,5,45.1435,0.0329,0.1363
805826,9961,43,7,369.7757,0.1536,0.0806
253415,10095,111,1,285.1406,0.1957,0.0665
557243,10105,91,9,348.4808,0.1253,0.0938
646284,10316,109,7,147.8516,0.0013,0.118
781203,10367,136,6,274.217,0.1744,0.1175
910939,10548,6,2,97.366,0.0317,0.0817
110319,10670,232,3,364.7546,0.1275,0.093
231441,10685,8,2,86.6812,0.1979,0.0841
48474,10758,48,9,139.2503,0.0977,0.079
732893,10824,42,9,24.8152,0.2345,0.085
153070,10965,201,5,52.9754,0.0059,0.1189
910939,11016,242,1,431.2921,0.0125,0.0929
868654,11025,114,6,474.5599,0.083,0.0968
832216,11149,87,6,456.2581,0.1929,0.069
812833,11159,144,10,199.5897,0.1525,0.1223
231230,11345,71,7,294.6753,0.1984,0.0618
957476,11395,126,9,226.8075,0.1425,0.0661
462963,11438,132,8,255.7924,0.2419,0.1097
978547,11499,229,10,424.8722,0.1827,0.109
209179,11542,203,5,340.5958,0.0996,0.0802
254301,11653,168,10,424.7826,0.1051,0.0531
851544,11737,77,9,342.7173,0.1107,0.1069
311563,11852,177,10,388.6616,0.1321,0.1053
794460,11853,26,7,417.3501,0.1124,0.1191
250060,11900,102,8,435.3776,0.1536,0.0838
525754,11927,210,2,348.262,0.2323,0.0928
909151,11935,238,8,190.3812,0.2237,0.1366
720802,11987,235,1,378.3163,0.1379,0.134
733439,12082,78,9,257.2816,0.116,0.1426
